,Against,Date,Header,Match No,PlayerID,PlayerName,Scored,Team,x,y
0,brighton,20-10-2017,1,80,583,Hernández Ba,Missed,west-ham,66.17599999999999,187.34199999999998
1,brighton,20-10-2017,1,80,905,Winston Reid,Missed,west-ham,68.86399999999998,164.63
2,brighton,20-10-2017,1,80,2408,Arnautovic,Missed,west-ham,71.55199999999996,171.644
3,brighton,20-10-2017,1,80,1174,André Ayew,Missed,west-ham,63.48799999999994,164.964
4,west-ham,20-10-2017,1,80,5195,Glenn Murray,Scored,brighton,58.11200000000003,177.99
5,brighton,20-10-2017,0,80,905,Winston Reid,Missed,west-ham,80.06399999999996,188.01000000000002
6,brighton,20-10-2017,0,80,2948,Pedro Obiang,Missed,west-ham,121.27999999999997,234.10199999999998
7,brighton,20-10-2017,0,80,18311,Lanzini,Missed,west-ham,58.559999999999945,136.574
8,brighton,20-10-2017,0,80,1510,Masuaku,Missed,west-ham,128.89599999999996,94.49000000000001
9,brighton,20-10-2017,0,80,583,Hernández Ba,Missed,west-ham,80.512,171.644
10,brighton,20-10-2017,0,80,583,Hernández Ba,Missed,west-ham,100.67199999999997,113.862
11,brighton,20-10-2017,0,80,2948,Pedro Obiang,Missed,west-ham,123.96799999999996,227.422
12,brighton,20-10-2017,0,80,18311,Lanzini,Missed,west-ham,136.512,197.02800000000002
13,brighton,20-10-2017,0,80,18311,Lanzini,Missed,west-ham,138.30399999999997,161.29000000000002
14,brighton,20-10-2017,0,80,18311,Lanzini,Missed,west-ham,79.61599999999999,141.918
15,brighton,20-10-2017,0,80,18311,Lanzini,Missed,west-ham,123.072,113.52800000000002
16,brighton,20-10-2017,0,80,10955,Michail Anto,Missed,west-ham,142.78399999999993,139.91400000000002
17,west-ham,20-10-2017,0,80,16317,Izquierdo Me,Missed,brighton,84.99200000000003,167.636
18,west-ham,20-10-2017,0,80,16317,Izquierdo Me,Scored,brighton,106.944,233.43399999999997
19,west-ham,20-10-2017,0,80,5195,Glenn Murray,Missed,brighton,62.14399999999999,219.406
20,west-ham,20-10-2017,0,80,5195,Glenn Murray,Scored,brighton,67.52000000000001,183
21,west-ham,20-10-2017,0,80,5195,Glenn Murray,Missed,brighton,34.36799999999998,142.586
22,west-ham,20-10-2017,0,80,10234,Solly March,Missed,brighton,96.19200000000004,262.826
23,watford,21-10-2017,1,81,9093,Batshuayi,Scored,chelsea,56.319999999999936,205.37800000000001
24,watford,21-10-2017,1,81,1182,Azpilicueta,Scored,chelsea,35.71199999999999,168.972
25,chelsea,21-10-2017,1,81,20573,Richarlison,Missed,watford,38.400000000000006,189.68
26,chelsea,21-10-2017,1,81,20689,Christian Ka,Missed,watford,46.46399999999999,200.03400000000002
27,chelsea,21-10-2017,1,81,20689,Christian Ka,Missed,watford,58.11200000000003,181.66400000000002
28,watford,21-10-2017,0,81,1847,Morata,Missed,chelsea,47.807999999999936,176.65400000000002
29,watford,21-10-2017,0,81,320,Rodríguez Le,Scored,chelsea,109.632,237.108
30,watford,21-10-2017,0,81,306,Fàbregas,Missed,chelsea,61.247999999999934,218.404
31,watford,21-10-2017,0,81,320,Rodríguez Le,Missed,chelsea,142.78399999999993,189.346
32,watford,21-10-2017,0,81,8197,Tiemoué Baka,Missed,chelsea,106.49599999999998,157.616
33,watford,21-10-2017,0,81,448,Luiz Moreira,Missed,chelsea,127.55200000000002,182.666
34,watford,21-10-2017,0,81,306,Fàbregas,Missed,chelsea,140.096,190.348
35,watford,21-10-2017,0,81,448,Luiz Moreira,Missed,chelsea,97.98399999999998,195.024
36,watford,21-10-2017,0,81,320,Rodríguez Le,Missed,chelsea,154.88,171.644
37,watford,21-10-2017,0,81,9093,Batshuayi,Missed,chelsea,113.66399999999993,105.512
38,watford,21-10-2017,0,81,9093,Batshuayi,Missed,chelsea,60.799999999999955,213.06
39,watford,21-10-2017,0,81,9093,Batshuayi,Scored,chelsea,48.70399999999995,201.036
40,chelsea,21-10-2017,0,81,160,Holebas,Missed,watford,127.55200000000004,159.62
41,chelsea,21-10-2017,0,81,20573,Richarlison,Missed,watford,107.84,252.80600000000004
42,chelsea,21-10-2017,0,81,576,Cleverley,Missed,watford,105.60000000000001,265.832
43,chelsea,21-10-2017,0,81,20573,Richarlison,Missed,watford,117.24799999999999,265.832
44,chelsea,21-10-2017,0,81,576,Cleverley,Missed,watford,79.16799999999998,253.474
45,chelsea,21-10-2017,0,81,1370,Abdoulaye Do,Scored,watford,70.65600000000002,126.888
46,chelsea,21-10-2017,0,81,3049,Roberto Pere,Scored,watford,65.28,166.96800000000002
47,chelsea,21-10-2017,0,81,20573,Richarlison,Missed,watford,39.296000000000014,191.016
48,chelsea,21-10-2017,0,81,20573,Richarlison,Missed,watford,133.37600000000003,249.8
49,chelsea,21-10-2017,0,81,11010,Troy Deeney,Missed,watford,95.29600000000002,174.984
50,chelsea,21-10-2017,0,81,14359,André Carril,Missed,watford,82.75200000000004,163.62800000000001
