,Against,Date,Match No,PlayerID,PlayerName,Scored,Team,x,y
72,cpalace,19-08-2017,13,84,Milner,Missed,liverpool,50.49599999999998,111.524
73,cpalace,19-08-2017,13,2178,Joel Matip,Missed,liverpool,28.543999999999926,189.012
74,cpalace,19-08-2017,13,441,Sturridge,Missed,liverpool,119.48799999999994,134.23600000000002
75,cpalace,19-08-2017,13,3272,Sadio Mané,Missed,liverpool,35.26399999999995,197.02800000000002
76,cpalace,19-08-2017,13,441,Sturridge,Missed,liverpool,100.67199999999997,158.952
77,cpalace,19-08-2017,13,2021,Roberto Firm,Missed,liverpool,121.27999999999997,274.85
78,cpalace,19-08-2017,13,7968,Georginio Wi,Missed,liverpool,122.62399999999997,182.666
79,cpalace,19-08-2017,13,84,Milner,Missed,liverpool,97.536,196.36
80,cpalace,19-08-2017,13,86,Jordan Hende,Missed,liverpool,127.55200000000002,215.39800000000002
81,cpalace,19-08-2017,13,14538,Robertson,Missed,liverpool,59.45599999999996,100.50200000000001
82,cpalace,19-08-2017,13,2021,Roberto Firm,Missed,liverpool,85.43999999999994,92.15199999999999
83,cpalace,19-08-2017,13,2021,Roberto Firm,Missed,liverpool,134.272,174.984
84,cpalace,19-08-2017,13,3272,Sadio Mané,Missed,liverpool,79.16799999999995,166.96800000000002
85,cpalace,19-08-2017,13,7968,Georginio Wi,Missed,liverpool,59.45599999999996,206.714
86,cpalace,19-08-2017,13,3272,Sadio Mané,Missed,liverpool,80.512,174.984
87,cpalace,19-08-2017,13,3272,Sadio Mané,Scored,liverpool,53.18399999999997,179.994
88,cpalace,19-08-2017,13,2021,Roberto Firm,Missed,liverpool,145.02399999999994,194.022
89,cpalace,19-08-2017,13,9258,Mohamed Sala,Missed,liverpool,59.45599999999996,148.598
90,liverpool,19-08-2017,13,900,Tomkins,Missed,cpalace,52.287999999999975,169.97400000000002
91,liverpool,19-08-2017,13,9453,Milivojevic,Missed,cpalace,136.96,230.762
92,liverpool,19-08-2017,13,732,Puncheon,Missed,cpalace,67.07200000000003,231.43
93,liverpool,19-08-2017,13,3738,Christian Be,Missed,cpalace,54.080000000000005,163.62800000000001
94,west-ham,19-08-2017,14,2441,Gabbiadini,Scored,s-hampton,58.559999999999945,140.916
95,west-ham,19-08-2017,14,5496,Nathan Redmo,Missed,s-hampton,105.15199999999999,141.918
96,west-ham,19-08-2017,14,7763,Dusan Tadic,Scored,s-hampton,67.51999999999998,183
97,west-ham,19-08-2017,14,5496,Nathan Redmo,Missed,s-hampton,108.73599999999999,197.696
98,west-ham,19-08-2017,14,16192,Cédric Soare,Missed,s-hampton,45.56799999999993,244.45600000000002
99,west-ham,19-08-2017,14,753,Steven Davis,Missed,s-hampton,55.42399999999992,128.224
100,west-ham,19-08-2017,14,16192,Cédric Soare,Missed,s-hampton,55.42399999999992,246.46
101,west-ham,19-08-2017,14,2441,Gabbiadini,Missed,s-hampton,144.12799999999993,224.082
102,west-ham,19-08-2017,14,7763,Dusan Tadic,Missed,s-hampton,81.856,251.47
103,west-ham,19-08-2017,14,449,Romeu Vidal,Missed,s-hampton,121.72799999999995,103.50800000000001
104,west-ham,19-08-2017,14,5496,Nathan Redmo,Missed,s-hampton,104.25599999999997,107.51600000000002
105,west-ham,19-08-2017,14,449,Romeu Vidal,Missed,s-hampton,140.096,161.95800000000003
106,west-ham,19-08-2017,14,5496,Nathan Redmo,Missed,s-hampton,124.86399999999998,159.62
107,west-ham,19-08-2017,14,10903,Charlie Aust,Scored,s-hampton,67.51999999999998,183
108,s-hampton,19-08-2017,14,10955,Michail Anto,Missed,west-ham,70.20799999999997,193.68800000000002
109,s-hampton,19-08-2017,14,2408,Arnautovic,Missed,west-ham,74.68799999999999,147.93
110,s-hampton,19-08-2017,14,10955,Michail Anto,Missed,west-ham,69.76,224.082
111,s-hampton,19-08-2017,14,2408,Arnautovic,Missed,west-ham,59.45600000000002,130.562
112,s-hampton,19-08-2017,14,10955,Michail Anto,Missed,west-ham,33.47200000000002,145.592
113,s-hampton,19-08-2017,14,583,Hernández Ba,Scored,west-ham,32.12799999999997,164.63
114,s-hampton,19-08-2017,14,10955,Michail Anto,Missed,west-ham,111.42399999999999,221.076
115,s-hampton,19-08-2017,14,729,José Fonte,Missed,west-ham,63.040000000000006,202.37199999999999
116,s-hampton,19-08-2017,14,1174,André Ayew,Missed,west-ham,53.18399999999999,176.32
117,s-hampton,19-08-2017,14,583,Hernández Ba,Missed,west-ham,118.14399999999999,225.084
118,s-hampton,19-08-2017,14,729,José Fonte,Missed,west-ham,77.82399999999998,195.024
119,s-hampton,19-08-2017,14,583,Hernández Ba,Scored,west-ham,35.26399999999999,208.38400000000001
120,s-hampton,19-08-2017,14,15035,Diafra Sakho,Missed,west-ham,50.496000000000016,167.97
121,s-hampton,19-08-2017,14,15035,Diafra Sakho,Missed,west-ham,49.15200000000003,219.072
122,s-hampton,19-08-2017,14,729,José Fonte,Missed,west-ham,73.344,218.07
123,s-hampton,19-08-2017,14,898,Mark Noble,Missed,west-ham,128,99.5
124,arsenal,19-08-2017,15,7109,-Rodríguez Ru,Missed,stoke,42.87999999999994,126.554
125,arsenal,19-08-2017,15,2000,Choupo-Motin,Missed,stoke,59.007999999999925,196.026
126,arsenal,19-08-2017,15,758,Shawcross,Missed,stoke,56.319999999999936,186.674
127,arsenal,19-08-2017,15,2277,Mame Biram D,Missed,stoke,53.632000000000005,152.94
128,arsenal,19-08-2017,15,7109,-Rodríguez Ru,Missed,stoke,122.62399999999997,104.844
129,arsenal,19-08-2017,15,7109,-Rodríguez Ru,Scored,stoke,56.767999999999915,137.242
130,arsenal,19-08-2017,15,886,Berahino,Missed,stoke,67.96799999999996,163.962
131,arsenal,19-08-2017,15,2000,Choupo-Motin,Missed,stoke,34.36799999999994,235.772
132,arsenal,19-08-2017,15,572,Darren Fletc,Missed,stoke,139.2,186.006
133,arsenal,19-08-2017,15,778,Geoff Camero,Missed,stoke,65.72799999999995,170.642
134,arsenal,19-08-2017,15,2000,Choupo-Motin,Missed,stoke,84.99199999999996,274.182
135,stoke,19-08-2017,15,88,Welbeck,Missed,arsenal,37.50399999999999,231.76399999999998
136,stoke,19-08-2017,15,90,Oxlade-Chamb,Missed,arsenal,120.384,146.92800000000003
137,stoke,19-08-2017,15,377,Ramsey,Missed,arsenal,28.54399999999999,157.95000000000002
138,stoke,19-08-2017,15,2103,Granit Xhaka,Missed,arsenal,145.92000000000002,159.62
139,stoke,19-08-2017,15,3832,Bellerín,Missed,arsenal,105.60000000000001,200.36800000000002
140,stoke,19-08-2017,15,90,Oxlade-Chamb,Missed,arsenal,105.60000000000001,104.17600000000002
141,stoke,19-08-2017,15,2103,Granit Xhaka,Missed,arsenal,130.688,180.996
142,stoke,19-08-2017,15,377,Ramsey,Missed,arsenal,61.69600000000002,156.948
143,stoke,19-08-2017,15,3832,Bellerín,Missed,arsenal,67.52000000000001,255.812
144,stoke,19-08-2017,15,88,Welbeck,Missed,arsenal,70.20799999999997,197.362
145,stoke,19-08-2017,15,88,Welbeck,Missed,arsenal,42.88,215.732
146,stoke,19-08-2017,15,123,Özil,Missed,arsenal,122.624,220.074
147,stoke,19-08-2017,15,123,Özil,Missed,arsenal,104.25600000000001,174.984
148,stoke,19-08-2017,15,377,Ramsey,Missed,arsenal,74.24000000000001,195.692
149,stoke,19-08-2017,15,377,Ramsey,Missed,arsenal,95.744,124.21600000000004
150,stoke,19-08-2017,15,2963,Mustafi,Missed,arsenal,46.46399999999999,228.424
151,stoke,19-08-2017,15,90,Oxlade-Chamb,Missed,arsenal,106.04799999999999,125.55199999999999
152,stoke,19-08-2017,15,115,Giroud,Missed,arsenal,67.07200000000003,171.978
153,man-utd,19-08-2017,16,18890,Roque Mesa,Missed,swansea,127.55200000000002,227.756
154,man-utd,19-08-2017,16,1180,Jordan Ayew,Missed,swansea,28.543999999999926,105.512
155,man-utd,19-08-2017,16,382,Kyle Bartley,Missed,swansea,46.46399999999994,180.662
156,man-utd,19-08-2017,16,4188,Fer,Missed,swansea,134.71999999999997,159.62
157,man-utd,19-08-2017,16,20451,Tammy Abraha,Missed,swansea,70.20799999999991,167.636
158,man-utd,19-08-2017,16,1180,Jordan Ayew,Missed,swansea,133.37599999999998,199.70000000000002
159,swansea,19-08-2017,16,897,Romelu Lukak,Missed,man-utd,77.82399999999998,218.404
160,swansea,19-08-2017,16,19728,Rashford,Missed,man-utd,115.45600000000002,222.07800000000003
161,swansea,19-08-2017,16,89,Phil Jones,Missed,man-utd,39.743999999999986,174.984
162,swansea,19-08-2017,16,897,Romelu Lukak,Missed,man-utd,84.99200000000003,198.03
163,swansea,19-08-2017,16,19728,Rashford,Missed,man-utd,158.91200000000003,245.792
164,swansea,19-08-2017,16,19728,Rashford,Missed,man-utd,74.24000000000001,179.994
165,swansea,19-08-2017,16,16605,Eric Bailly,Scored,man-utd,19.136000000000013,189.012
166,swansea,19-08-2017,16,2710,Paul Pogba,Missed,man-utd,51.84,171.978
167,swansea,19-08-2017,16,313,Mata,Missed,man-utd,63.48799999999998,155.612
168,swansea,19-08-2017,16,19728,Rashford,Missed,man-utd,106.944,243.788
169,swansea,19-08-2017,16,5563,Mkhitaryan,Missed,man-utd,124.864,147.596
170,swansea,19-08-2017,16,5563,Mkhitaryan,Missed,man-utd,131.13600000000002,235.772
171,swansea,19-08-2017,16,2710,Paul Pogba,Missed,man-utd,124.41600000000003,212.05800000000002
172,swansea,19-08-2017,16,897,Romelu Lukak,Scored,man-utd,63.040000000000006,198.364
173,swansea,19-08-2017,16,3926,Anthony Mart,Missed,man-utd,112.32000000000001,161.62400000000002
174,swansea,19-08-2017,16,3926,Anthony Mart,Scored,man-utd,78.72,193.68800000000002
175,swansea,19-08-2017,16,2710,Paul Pogba,Scored,man-utd,51.39200000000003,146.92800000000003
176,newcastle,20-08-2017,17,11309,Mooy,Missed,hudd-town,132.03199999999998,187.34199999999998
177,newcastle,20-08-2017,17,10072,Tom Ince,Missed,hudd-town,78.71999999999997,110.18800000000002
178,newcastle,20-08-2017,17,10504,Tommy Smith,Missed,hudd-town,139.2,187.008
179,newcastle,20-08-2017,17,10072,Tom Ince,Missed,hudd-town,115.00799999999992,122.21199999999999
180,newcastle,20-08-2017,17,10072,Tom Ince,Missed,hudd-town,101.56799999999993,193.02
181,newcastle,20-08-2017,17,10072,Tom Ince,Missed,hudd-town,72.44799999999992,130.228
182,newcastle,20-08-2017,17,11309,Mooy,Scored,hudd-town,90.81599999999997,156.614
183,hudd-town,20-08-2017,17,15144,Pérez Gutiér,Missed,newcastle,77.37600000000002,157.282
184,hudd-town,20-08-2017,17,10182,Matt Ritchie,Missed,newcastle,99.77600000000002,255.478
185,hudd-town,20-08-2017,17,8331,Atsu,Missed,newcastle,53.632000000000026,145.592
186,hudd-town,20-08-2017,17,5493,Dwight Gayle,Missed,newcastle,46.46399999999999,166.96800000000002
187,hudd-town,20-08-2017,17,15144,Pérez Gutiér,Missed,newcastle,145.024,241.11600000000004
188,hudd-town,20-08-2017,17,10182,Matt Ritchie,Missed,newcastle,75.13600000000002,106.18
189,hudd-town,20-08-2017,17,2042,-Mato Sanmart,Missed,newcastle,74.68799999999999,188.01000000000002
190,hudd-town,20-08-2017,17,15144,Pérez Gutiér,Missed,newcastle,53.18399999999999,168.972
191,hudd-town,20-08-2017,17,9548,Isaac Hayden,Missed,newcastle,124.41600000000003,225.418
192,hudd-town,20-08-2017,17,2042,-Mato Sanmart,Missed,newcastle,71.55200000000002,157.95000000000002
193,hudd-town,20-08-2017,17,11399,Jacob Murphy,Missed,newcastle,71.10399999999998,140.582
194,hudd-town,20-08-2017,17,2042,-Mato Sanmart,Missed,newcastle,137.85600000000002,170.976
195,hudd-town,20-08-2017,17,2042,-Mato Sanmart,Missed,newcastle,86.78399999999999,163.962
196,chelsea,20-08-2017,18,856,Harry Kane,Missed,spurs,129.34399999999994,192.352
197,chelsea,20-08-2017,18,18185,Alli,Missed,spurs,30.335999999999956,248.798
198,chelsea,20-08-2017,18,493,Mousa Dembél,Missed,spurs,137.856,206.38
199,chelsea,20-08-2017,18,856,Harry Kane,Missed,spurs,31.23199999999997,234.10199999999998
200,chelsea,20-08-2017,18,856,Harry Kane,Missed,spurs,82.30399999999997,238.77800000000002
201,chelsea,20-08-2017,18,7673,Alderweireld,Missed,spurs,60.351999999999975,208.05
202,chelsea,20-08-2017,18,856,Harry Kane,Missed,spurs,67.51999999999998,151.604
203,chelsea,20-08-2017,18,831,Ben Davies,Missed,spurs,134.272,137.242
204,chelsea,20-08-2017,18,5573,Wanyama,Missed,spurs,127.10399999999993,219.072
205,chelsea,20-08-2017,18,831,Ben Davies,Missed,spurs,107.83999999999997,193.68800000000002
206,chelsea,20-08-2017,18,856,Harry Kane,Missed,spurs,65.72799999999995,151.93800000000002
207,chelsea,20-08-2017,18,856,Harry Kane,Missed,spurs,77.82399999999996,99.16600000000003
208,chelsea,20-08-2017,18,831,Ben Davies,Missed,spurs,74.68799999999993,110.18800000000002
209,chelsea,20-08-2017,18,856,Harry Kane,Missed,spurs,50.047999999999945,169.64000000000001
210,chelsea,20-08-2017,18,61,Eriksen,Missed,spurs,73.79199999999997,245.792
211,chelsea,20-08-2017,18,5573,Wanyama,Missed,spurs,103.35999999999996,232.43200000000002
212,chelsea,20-08-2017,18,856,Harry Kane,Missed,spurs,94.39999999999998,165.966
213,chelsea,20-08-2017,18,864,Vertonghen,Missed,spurs,104.70399999999995,150.602
215,spurs,20-08-2017,18,1847,Morata,Missed,chelsea,52.73600000000002,192.01800000000003
216,spurs,20-08-2017,18,1847,Morata,Missed,chelsea,54.97600000000001,199.366
217,spurs,20-08-2017,18,448,Luiz Moreira,Missed,chelsea,106.49600000000002,220.074
218,spurs,20-08-2017,18,3635,Marcos Alons,Scored,chelsea,121.28000000000002,157.616
219,spurs,20-08-2017,18,1847,Morata,Missed,chelsea,75.584,139.58
220,spurs,20-08-2017,18,1847,Morata,Missed,chelsea,73.344,216.066
221,spurs,20-08-2017,18,936,Moses,Missed,chelsea,53.18399999999999,114.19600000000003
222,spurs,20-08-2017,18,7145,Borges Da Si,Missed,chelsea,113.21600000000002,163.962
223,spurs,20-08-2017,18,3635,Marcos Alons,Scored,chelsea,44.672000000000025,245.792
