,Against,Date,Match No,PlayerID,PlayerName,Scored,Team,x,y
0,watford,19-08-2017,10,3655,Afobe,Missed,b-mouth,35.71199999999999,166.96800000000002
1,watford,19-08-2017,10,10164,Harry Arter,Missed,b-mouth,98.43200000000002,245.792
2,watford,19-08-2017,10,3655,Afobe,Missed,b-mouth,43.32799999999992,227.422
3,watford,19-08-2017,10,10164,Harry Arter,Missed,b-mouth,112.32,132.56600000000003
4,watford,19-08-2017,10,10150,Steve Cook,Missed,b-mouth,50.047999999999945,161.95800000000003
5,watford,19-08-2017,10,582,Joshua King,Missed,b-mouth,44.22399999999993,176.65400000000002
6,b-mouth,19-08-2017,10,576,Cleverley,Missed,watford,59.90399999999999,189.68
7,b-mouth,19-08-2017,10,446,Chalobah,Missed,watford,54.97600000000001,192.352
8,b-mouth,19-08-2017,10,446,Chalobah,Missed,watford,111.87200000000003,175.652
9,b-mouth,19-08-2017,10,20573,Richarlison,Missed,watford,56.32000000000001,213.06
10,b-mouth,19-08-2017,10,1370,Abdoulaye Do,Missed,watford,61.247999999999976,225.084
11,b-mouth,19-08-2017,10,15177,Andre Gray,Missed,watford,42.88,209.052
12,b-mouth,19-08-2017,10,9425,Nordin Amrab,Missed,watford,52.287999999999975,122.88
13,b-mouth,19-08-2017,10,446,Chalobah,Missed,watford,74.24000000000001,137.242
14,b-mouth,19-08-2017,10,446,Chalobah,Missed,watford,96.19200000000004,247.462
15,b-mouth,19-08-2017,10,446,Chalobah,Missed,watford,108.28799999999998,247.462
16,b-mouth,19-08-2017,10,20573,Richarlison,Missed,watford,80.96000000000001,195.024
17,b-mouth,19-08-2017,10,20573,Richarlison,Missed,watford,81.85600000000002,231.43
18,b-mouth,19-08-2017,10,20573,Richarlison,Missed,watford,59.90399999999999,237.108
19,b-mouth,19-08-2017,10,576,Cleverley,Missed,watford,106.49600000000002,253.474
20,b-mouth,19-08-2017,10,20573,Richarlison,Scored,watford,32.576000000000015,167.636
21,b-mouth,19-08-2017,10,20573,Richarlison,Missed,watford,72.44799999999998,178.65800000000002
22,b-mouth,19-08-2017,10,1436,Capoue,Scored,watford,136.064,158.952
23,b-mouth,19-08-2017,10,160,Holebas,Missed,watford,115.45600000000002,264.49600000000004
24,b-mouth,19-08-2017,10,15177,Andre Gray,Missed,watford,41.983999999999995,122.21199999999999
25,wba,19-08-2017,11,10408,Jeff Hendric,Missed,burnley,149.952,136.574
26,wba,19-08-2017,11,10408,Jeff Hendric,Missed,burnley,124.86399999999998,203.37400000000002
27,wba,19-08-2017,11,10408,Jeff Hendric,Missed,burnley,81.856,138.57800000000003
28,wba,19-08-2017,11,10408,Jeff Hendric,Missed,burnley,71.55199999999996,118.53800000000001
29,wba,19-08-2017,11,7689,Berg Gudmund,Missed,burnley,113.66399999999993,220.40800000000002
30,wba,19-08-2017,11,7689,Berg Gudmund,Missed,burnley,67.072,159.62
31,wba,19-08-2017,11,10264,Ben Mee,Missed,burnley,32.12799999999993,175.652
32,wba,19-08-2017,11,10300,Sam Vokes,Missed,burnley,84.99199999999996,267.502
33,wba,19-08-2017,11,9360,Defour,Missed,burnley,133.82399999999996,193.354
34,wba,19-08-2017,11,10408,Jeff Hendric,Missed,burnley,71.99999999999994,178.65800000000002
35,wba,19-08-2017,11,743,Cork,Missed,burnley,137.856,189.68
36,wba,19-08-2017,11,271,Stephen Ward,Missed,burnley,111.87200000000001,129.56
37,wba,19-08-2017,11,587,Robbie Brady,Missed,burnley,131.58399999999995,159.286
38,wba,19-08-2017,11,587,Robbie Brady,Missed,burnley,98.43200000000002,183.334
39,wba,19-08-2017,11,10300,Sam Vokes,Missed,burnley,69.75999999999999,166.96800000000002
40,wba,19-08-2017,11,10238,Ashley Barne,Missed,burnley,67.072,147.93
41,wba,19-08-2017,11,429,Lowton,Missed,burnley,140.99200000000002,199.70000000000002
42,wba,19-08-2017,11,10300,Sam Vokes,Missed,burnley,50.49599999999998,218.07
43,wba,19-08-2017,11,10408,Jeff Hendric,Missed,burnley,93.952,176.98800000000003
44,wba,19-08-2017,11,272,Jonathan Wal,Missed,burnley,49.599999999999966,148.264
45,burnley,19-08-2017,11,275,McClean,Missed,wba,56.32000000000001,252.80600000000004
46,burnley,19-08-2017,11,750,Jay Rodrigue,Missed,wba,28.54399999999999,202.706
47,burnley,19-08-2017,11,884,Craig Dawson,Missed,wba,38.400000000000006,181.99800000000002
48,burnley,19-08-2017,11,846,Livermore,Missed,wba,98.43200000000003,171.644
49,burnley,19-08-2017,11,869,Chris Brunt,Missed,wba,41.08799999999998,76.12
50,burnley,19-08-2017,11,10899,Matt Phillip,Missed,wba,146.81600000000003,180.662
51,burnley,19-08-2017,11,697,Robson-Kanu,Scored,wba,64.38399999999999,153.608
52,burnley,19-08-2017,11,697,Robson-Kanu,Missed,wba,54.080000000000005,176.65400000000002
53,brighton,19-08-2017,12,2354,Okazaki,Scored,leicester,46.46399999999994,191.016
54,brighton,19-08-2017,12,11509,Mahrez,Missed,leicester,78.71999999999997,237.776
55,brighton,19-08-2017,12,10686,Wes Morgan,Missed,leicester,52.287999999999954,172.64600000000002
56,brighton,19-08-2017,12,10694,Matty James,Missed,leicester,127.55200000000002,174.65
57,brighton,19-08-2017,12,10705,Vardy,Missed,leicester,55.42399999999992,191.684
58,brighton,19-08-2017,12,11509,Mahrez,Missed,leicester,110.52799999999996,176.32
59,brighton,19-08-2017,12,413,Albrighton,Missed,leicester,117.24799999999993,200.03400000000002
60,brighton,19-08-2017,12,10694,Matty James,Missed,leicester,101.56799999999993,189.68
61,brighton,19-08-2017,12,2354,Okazaki,Missed,leicester,33.023999999999944,189.012
62,brighton,19-08-2017,12,15533,Harry Maguir,Scored,leicester,34.36799999999994,169.64000000000001
63,brighton,19-08-2017,12,413,Albrighton,Missed,leicester,102.46399999999994,77.12200000000001
64,brighton,19-08-2017,12,413,Albrighton,Missed,leicester,107.83999999999997,216.4
65,brighton,19-08-2017,12,11509,Mahrez,Missed,leicester,77.82399999999996,184.67000000000002
66,brighton,19-08-2017,12,11509,Mahrez,Missed,leicester,119.93599999999998,225.418
67,leicester,19-08-2017,12,10234,Solly March,Missed,brighton,111.87200000000003,209.386
68,leicester,19-08-2017,12,18852,Jamie Murphy,Missed,brighton,83.2,229.426
69,leicester,19-08-2017,12,1753,Hemed,Missed,brighton,121.72799999999998,214.39600000000002
70,leicester,19-08-2017,12,8105,Davy Pröpper,Missed,brighton,128.89600000000002,252.13800000000003
71,leicester,19-08-2017,12,10234,Solly March,Missed,brighton,115.45600000000002,104.17600000000002
