,Against,Date,Header,Match No,PlayerID,PlayerName,Scored,Team,x,y
0,brighton,15-09-2017,1,40,10148,Simon Franci,Missed,b-mouth,79.16799999999995,191.016
1,b-mouth,15-09-2017,1,40,10234,Solly March,Scored,brighton,37.95200000000003,198.364
2,b-mouth,15-09-2017,1,40,471,Shane Duffy,Missed,brighton,49.6,164.63
3,b-mouth,15-09-2017,1,40,8105,Davy Pröpper,Missed,brighton,59.90399999999999,213.394
4,b-mouth,15-09-2017,1,40,471,Shane Duffy,Missed,brighton,30.336000000000013,154.61
5,b-mouth,15-09-2017,1,40,10340,Dale Stephen,Missed,brighton,35.71200000000003,174.984
6,brighton,15-09-2017,0,40,10164,Harry Arter,Missed,b-mouth,158.46399999999994,236.44
7,brighton,15-09-2017,0,40,582,Joshua King,Missed,b-mouth,123.51999999999998,222.07800000000003
8,brighton,15-09-2017,0,40,10162,Marc Pugh,Missed,b-mouth,71.55199999999996,132.56600000000003
9,brighton,15-09-2017,0,40,10166,Charlie Dani,Missed,b-mouth,141.43999999999994,110.18800000000002
10,brighton,15-09-2017,0,40,77,Defoe,Missed,b-mouth,100.67199999999997,174.65
11,brighton,15-09-2017,0,40,10174,Ryan Fraser,Missed,b-mouth,102.01599999999996,227.422
12,brighton,15-09-2017,0,40,582,Joshua King,Missed,b-mouth,125.31200000000001,199.366
13,brighton,15-09-2017,0,40,10162,Marc Pugh,Missed,b-mouth,115.45599999999996,152.606
14,brighton,15-09-2017,0,40,10164,Harry Arter,Missed,b-mouth,129.34399999999994,105.512
15,brighton,15-09-2017,0,40,642,Surman,Scored,b-mouth,61.69599999999997,203.37400000000002
16,brighton,15-09-2017,0,40,10162,Marc Pugh,Missed,b-mouth,107.392,187.008
17,brighton,15-09-2017,0,40,77,Defoe,Scored,b-mouth,62.14399999999995,215.06400000000002
18,brighton,15-09-2017,0,40,4299,Ibe,Missed,b-mouth,75.13599999999997,193.354
19,brighton,15-09-2017,0,40,4299,Ibe,Missed,b-mouth,96.19200000000001,165.632
20,b-mouth,15-09-2017,0,40,10715,Anthony Knoc,Missed,brighton,137.85600000000002,141.918
21,b-mouth,15-09-2017,0,40,8105,Davy Pröpper,Missed,brighton,111.87200000000003,156.614
22,b-mouth,15-09-2017,0,40,5228,Rosenior,Missed,brighton,107.39200000000004,130.562
23,b-mouth,15-09-2017,0,40,5228,Rosenior,Missed,brighton,94.4,114.53
24,leicester,16-09-2017,1,42,19189,Depoitre,Missed,hudd-town,61.247999999999934,175.652
25,leicester,16-09-2017,1,42,23637,Sabiri,Missed,hudd-town,58.111999999999966,167.636
26,leicester,16-09-2017,1,42,20871,Schindler,Missed,hudd-town,53.18399999999997,157.95000000000002
27,leicester,16-09-2017,0,42,10072,Tom Ince,Missed,hudd-town,133.37599999999998,221.41
28,leicester,16-09-2017,0,42,10072,Tom Ince,Missed,hudd-town,96.19200000000001,145.592
29,leicester,16-09-2017,0,42,10072,Tom Ince,Missed,hudd-town,69.75999999999999,122.21199999999999
