,HomeTeam,AwayTeam,Selection,MyOdds,Bookies Odds,Bookie
0,Brighton,Southampton,Away Winner,2.04,2.5,"SO,BL,VC"
1,Burnley,Newcastle,Home Winner,2.61,3.0399999999999996,MR
2,Crystal Palace,West Ham,Home Winner,2.03,2.41,MR
3,Leicester,Everton,Home Winner,1.87,2.2,VC
4,Man Utd,Tottenham,Home Winner,2.16,2.3,"FR,OE,PE,MA"
5,Watford,Stoke,Away Winner,2.42,3.75,"B3,SO,FB,PP,UN,FR,BL,BW,MR,EE,MA"
