,HomeTeam,AwayTeam,Selection,MyOdds,Bookies Odds,Bookie
0,Bournemouth,Watford,Home Winner,1.98,2.2,"SO,FB"
1,Burnley,West Brom,Away Winner,2.66,3.4,"B3,VC"
2,Huddersfield,Newcastle,Home Winner,2.51,2.62,SK
3,Leicester,Brighton,Home Winner,1.65,1.7999999999999998,"PS,VC,MR,SJ"
4,Stoke,Arsenal,Home Winner,2.79,5.75,B3
