,HomeTeam,AwayTeam,Selection,MyOdds,Bookies Odds,Bookie
0,Newcastle,Tottenham,Away Winner,1.57,1.7299999999999998,FB
1,Bournemouth,Watford,Home Winner,1.98,2.08,MR
2,Burnley,West Brom,Away Winner,2.66,3.08,MR
3,Huddersfield,Newcastle,Home Winner,2.51,2.95,MR
4,Leicester,Brighton,Home Winner,1.65,1.7599999999999998,MR
5,Stoke,Arsenal,Home Winner,2.79,5.2,VC
6,Tottenham,Chelsea,Home Winner,2.45,2.7,"VC,MR,BF"
