,HomeTeam,AwayTeam,Selection,MyOdds,Bookies Odds,Bookie
0,Brighton,Everton,Away Winner,2.37,2.5,"P3,BL"
1,Burnley,West Ham,Home Winner,2.57,2.79,MR
2,Burnley,West Ham,Away Winner,2.79,2.88,"WH,SO,VC"
3,Leicester,West Brom,Home Winner,1.95,2.05,"B3,PS,MR,SJ,VC"
4,Liverpool,Man Utd,Home Winner,2.03,2.86,MR
5,Southampton,Newcastle,Home Winner,1.76,1.92,MR
6,Watford,Arsenal,Away Winner,1.64,1.67,"SK,FR,UN,PE,MA"
