,HomeTeam,AwayTeam,Selection,MyOdds,Bookies Odds,Bookie
0,Crystal Palace,Southampton,Away Winner,2.4,2.75,"UN,SJ"
1,Newcastle,Stoke,Away Winner,2.34,3.5999999999999996,"FB,MR"
2,West Brom,West Ham,Home Winner,2.07,2.38,"B3,VC,CE,BY,FB,WA,MR,P3"
3,Brighton,Newcastle,Away Winner,2.43,3.08,MR
4,Burnley,Huddersfield,Home Winner,2.13,2.3,"VC,SJ"
5,Everton,Bournemouth,Home Winner,1.51,1.67,"FR,VC,FB,MR"
6,Swansea,Watford,Away Winner,2.49,3.38,MR
