,HomeTeam,AwayTeam,Selection,MyOdds,Bookies Odds,Bookie
0,Brighton,Newcastle,Home Winner,2.72,2.8,B3
1,Brighton,Newcastle,Away Winner,2.43,3.0,BL
2,Burnley,Huddersfield,Home Winner,2.13,2.25,"BL,MR"
3,Everton,Bournemouth,Home Winner,1.51,1.7299999999999998,"B3,MA"
4,Swansea,Watford,Away Winner,2.49,3.3,"VC,FB,EB"
