,HomeTeam,AwayTeam,Selection,MyOdds,Bookies Odds,Bookie
0,Brighton,Everton,Away Winner,2.37,2.5,"P3,BL"
1,Burnley,West Ham,Home Winner,2.57,2.75,VC
2,Burnley,West Ham,Away Winner,2.79,2.95,UN
3,Leicester,West Brom,Home Winner,1.95,2.09,MR
4,Liverpool,Man Utd,Home Winner,2.03,2.8,"EB,MA"
5,Southampton,Newcastle,Home Winner,1.76,1.9000000000000001,SJ
6,Watford,Arsenal,Away Winner,1.64,1.67,FR
