,HomeTeam,AwayTeam,Selection,MyOdds,Bookies Odds,Bookie
0,Crystal Palace,Swansea,Home Winner,1.77,1.9499999999999997,"SO,VC,FB,WA,BL"
1,Huddersfield,Southampton,Away Winner,1.84,2.2,WH
2,Liverpool,Arsenal,Home Winner,1.94,2.2,"WH,VC"
3,Newcastle,West Ham,Away Winner,2.03,3.3,VC
4,West Brom,Stoke,Home Winner,1.98,2.51,MR
