,HomeTeam,AwayTeam,Selection,MyOdds,Bookies Odds,Bookie
0,Everton,Arsenal,Home Winner,2.13,3.96,MR
1,Newcastle,Crystal Palace,Home Winner,1.87,2.02,UN
2,Stoke,Bournemouth,Home Winner,1.63,2.18,"MR,MA"
3,Swansea,Leicester,Home Winner,2.27,2.9,"MR,VC"
4,Tottenham,Liverpool,Home Winner,1.67,2.25,B3
5,West Ham,Brighton,Home Winner,1.68,1.8500000000000003,"B3,FB,UN,FR,WA,MR,MA"
