,HomeTeam,AwayTeam,Selection,MyOdds,Bookies Odds,Bookie
0,Liverpool,Arsenal,Home Winner,1.96,2.2,"WH,VC,MA"
1,West Brom,Stoke,Home Winner,1.96,2.45,VC
