,HomeTeam,AwayTeam,Selection,MyOdds,Bookies Odds,Bookie
0,Brighton,Southampton,Away Winner,2.04,2.41,MR
1,Burnley,Newcastle,Home Winner,2.61,2.91,MR
2,Crystal Palace,West Ham,Home Winner,2.03,2.58,MR
3,Leicester,Everton,Home Winner,1.87,2.4,BL
4,Man Utd,Tottenham,Home Winner,2.16,2.27,"MR,MA"
5,Watford,Stoke,Away Winner,2.42,3.9800000000000004,MR
