,HomeTeam,AwayTeam,Selection,MyOdds,Bookies Odds,Bookie
0,Bournemouth,Leicester,Home Winner,2.26,2.82,MR
1,Chelsea,Man City,Away Winner,2.0,2.9,"VC,BY"
2,Everton,Burnley,Home Winner,1.46,1.7100000000000002,MR
3,Stoke,Southampton,Home Winner,2.64,3.0,"B3,FB,MR"
4,Stoke,Southampton,Away Winner,2.49,2.65,"PS,BD,MA"
5,West Brom,Watford,Home Winner,2.08,2.34,MR
6,West Ham,Swansea,Home Winner,1.87,1.91,"B3,UN,WA"
