,HomeTeam,AwayTeam,Selection,MyOdds,Bookies Odds,Bookie
0,Arsenal,Leicester,Home Winner,1.53,1.53,"WA,EB"
1,Brighton,Man City,Away Winner,1.27,1.36,BL
2,Crystal Palace,Huddersfield,Home Winner,1.77,1.8899999999999997,BL
3,Everton,Stoke,Home Winner,1.66,1.7100000000000002,"MR,MA"
4,Newcastle,Tottenham,Away Winner,1.57,1.7299999999999998,"WH,FR"
5,West Brom,Bournemouth,Home Winner,1.67,2.5,"WH,FR,SO,WA,MR,P3"
