,HomeTeam,AwayTeam,Selection,MyOdds,Bookies Odds,Bookie
0,Everton,Arsenal,Home Winner,2.13,4.0,"WH,SO,BW"
1,Tottenham,Liverpool,Home Winner,1.67,2.25,"P3,FR,BL,MA"
2,Brighton,Southampton,Away Winner,2.04,2.4,"P3,BL"
3,Burnley,Newcastle,Home Winner,2.61,2.88,"FB,VC"
4,Crystal Palace,West Ham,Home Winner,2.03,2.55,UN
5,Leicester,Everton,Home Winner,1.87,2.4,"P3,BL,MR,VC"
6,Watford,Stoke,Away Winner,2.42,4.0,MR
