,HomeTeam,AwayTeam,Selection,MyOdds,Bookies Odds,Bookie
0,Crystal Palace,Swansea,Home Winner,1.84,2.0,"OE,BL,MA"
1,Huddersfield,Southampton,Away Winner,1.82,2.15,BL
2,Liverpool,Arsenal,Home Winner,1.96,2.2,"WH,VC,MR"
3,Newcastle,West Ham,Away Winner,2.25,3.4,"FB,BW,EB"
4,Watford,Brighton,Home Winner,1.98,2.0,"PS,VC,BB,MR,SJ,MA"
5,West Brom,Stoke,Home Winner,1.96,2.45,"VC,BL"
