,Unnamed: 0,Against,Date,Header,Match No,PlayerID,PlayerName,Scored,Team,x,y,Angle,Distance,Colour,ScoredBinary
148,148,newcastle,15/08/2015,0,13,863,863,Missed,swansea,116.8,-16.03200000000001,0.13640787707741078,117.89514419177746,r,0.0
149,149,newcastle,15/08/2015,0,13,743,743,Missed,swansea,113.664,9.68599999999995,0.08501069611186818,114.07595492477807,r,0.0
150,150,newcastle,15/08/2015,0,13,523,523,Missed,swansea,54.976000000000006,-80.82799999999997,0.9735100348661371,97.7523716336335,r,0.0
151,151,newcastle,15/08/2015,0,13,853,853,Missed,swansea,133.376,-73.81400000000002,0.505471188303089,152.4390500232798,r,0.0
152,152,newcastle,15/08/2015,0,13,743,743,Missed,swansea,53.632,-30.060000000000002,0.5108584315704107,61.481664128421244,r,0.0
153,153,newcastle,15/08/2015,0,13,826,826,Missed,swansea,104.704,-23.714000000000027,0.2227284771642679,107.35586342627029,r,0.0
154,154,newcastle,15/08/2015,0,13,523,523,Missed,swansea,149.952,-35.738,0.2339649568642942,154.15189570031242,r,0.0
155,155,swansea,15/08/2015,0,13,621,621,Missed,newcastle,77.824,-69.80600000000001,0.7311400162216741,104.54402236378702,r,0.0
156,156,swansea,15/08/2015,0,13,621,621,Missed,newcastle,106.944,-61.78999999999999,0.5239202824073217,123.5112271657925,r,0.0
157,157,swansea,15/08/2015,0,13,1434,1434,Missed,newcastle,110.528,45.42400000000001,0.389929739327405,119.49802743141831,r,0.0
158,158,swansea,15/08/2015,0,13,7968,7968,Missed,newcastle,126.208,-87.84199999999998,0.6080429288672403,153.76825494229945,r,0.0
159,159,arsenal,16/08/2015,1,17,5187,5187,Missed,cpalace,50.048,-11.021999999999991,0.2167683225222853,51.247310056236124,r,0.0
160,160,arsenal,16/08/2015,1,17,5152,5152,Missed,cpalace,28.096,3.6740000000000066,0.13002814613973407,28.33519881701909,r,0.0
161,161,cpalace,16/08/2015,1,17,113,113,Missed,arsenal,72.0,-23.045999999999992,0.3097785353601443,75.5984002211687,r,0.0
162,162,cpalace,16/08/2015,1,17,1581,1581,Missed,arsenal,62.144,-0.0,0.0,62.144,r,0.0
163,163,cpalace,16/08/2015,1,17,1581,1581,Missed,arsenal,50.496,-37.07400000000001,0.6333100859666334,62.64445300264023,r,0.0
164,164,arsenal,16/08/2015,0,17,111,111,Missed,cpalace,106.048,-0.3340000000000032,0.0031495067859854606,106.04852596806803,r,0.0
