x,y,Team,Against,Scored,Match No
60.352,173.648,b-mouth,avilla,Missed,0
124.416,217.736,b-mouth,avilla,Missed,0
126.208,244.122,b-mouth,avilla,Missed,0
115.904,221.076,b-mouth,avilla,Missed,0
63.936,191.016,b-mouth,avilla,Missed,0
62.144,243.788,b-mouth,avilla,Missed,0
71.104,130.896,b-mouth,avilla,Missed,0
58.112,188.01,b-mouth,avilla,Missed,0
89.92,91.818,b-mouth,avilla,Missed,0
89.92,138.578,b-mouth,avilla,Missed,0
83.648,262.158,b-mouth,avilla,Missed,0
131.584,215.732,avilla,b-mouth,Missed,0
111.872,161.958,avilla,b-mouth,Missed,0
68.416,203.374,avilla,b-mouth,Missed,0
45.12,124.884,avilla,b-mouth,Missed,0
78.72,184.002,avilla,b-mouth,Missed,0
47.36,184.002,avilla,b-mouth,Scored,0
107.84,185.338,avilla,b-mouth,Missed,0
123.072,274.85,chelsea,swansea,Missed,1
138.304,234.436,chelsea,swansea,Missed,1
88.576,67.77,chelsea,swansea,Scored,1
41.536,114.53,chelsea,swansea,Scored,1
24.96,268.504,chelsea,swansea,Missed,1
54.976,206.38,chelsea,swansea,Missed,1
83.2,239.112,chelsea,swansea,Missed,1
64.384,107.182,chelsea,swansea,Missed,1
53.632,181.664,chelsea,swansea,Missed,1
30.336,238.778,chelsea,swansea,Missed,1
112.32,251.47,chelsea,swansea,Missed,1
97.984,170.976,chelsea,swansea,Missed,1
53.184,215.064,swansea,chelsea,Missed,1
100.224,137.242,swansea,chelsea,Missed,1
67.52,163.294,swansea,chelsea,Missed,1
47.808,195.358,swansea,chelsea,Scored,1
50.048,166.634,swansea,chelsea,Missed,1
44.224,191.016,swansea,chelsea,Missed,1
116.8,247.462,swansea,chelsea,Missed,1
45.568,191.016,swansea,chelsea,Missed,1
78.72,226.086,swansea,chelsea,Missed,1
48.704,217.068,swansea,chelsea,Missed,1
110.976,241.784,swansea,chelsea,Missed,1
67.52,183,swansea,chelsea,Scored,1
103.36,236.44,swansea,chelsea,Missed,1
32.576,238.444,swansea,chelsea,Missed,1
119.936,215.064,swansea,chelsea,Missed,1
59.008,226.42,swansea,chelsea,Missed,1
84.544,99.5,swansea,chelsea,Missed,1
52.736,187.342,everton,watford,Missed,2
122.624,191.35,everton,watford,Missed,2
136.512,204.376,everton,watford,Missed,2
75.136,98.832,everton,watford,Missed,2
43.328,157.282,everton,watford,Missed,2
120.832,111.19,everton,watford,Missed,2
53.184,208.718,everton,watford,Missed,2
124.416,154.61,everton,watford,Scored,2
46.016,239.78,everton,watford,Scored,2
41.088,110.522,everton,watford,Missed,2
66.624,169.64,watford,everton,Scored,2
117.248,215.064,watford,everton,Missed,2
67.968,168.304,watford,everton,Missed,2
128.896,141.25,watford,everton,Missed,2
101.12,261.824,watford,everton,Missed,2
44.672,254.476,watford,everton,Missed,2
123.072,264.496,watford,everton,Missed,2
112.32,154.61,watford,everton,Missed,2
82.752,193.354,watford,everton,Missed,2
86.784,181.998,watford,everton,Scored,2
140.544,227.422,watford,everton,Missed,2
122.624,261.156,leicester,sunderland,Missed,3
68.416,134.57,leicester,sunderland,Scored,3
38.4,170.308,leicester,sunderland,Missed,3
46.016,180.662,leicester,sunderland,Scored,3
67.52,183,leicester,sunderland,Scored,3
81.856,153.608,leicester,sunderland,Missed,3
54.528,143.588,leicester,sunderland,Missed,3
80.064,180.662,leicester,sunderland,Missed,3
137.408,174.316,leicester,sunderland,Missed,3
32.576,135.238,leicester,sunderland,Missed,3
61.696,210.388,leicester,sunderland,Missed,3
48.704,242.452,leicester,sunderland,Missed,3
50.944,152.94,leicester,sunderland,Missed,3
63.04,255.812,leicester,sunderland,Missed,3
115.008,216.4,leicester,sunderland,Missed,3
84.096,166.3,leicester,sunderland,Scored,3
