,x,y,Team,Against,Scored,Match No,Season,Angle,Distance,Colour,ScoredBinary,Proba,Proba_exp
8676,151.744,39.412,everton,burnley,Missed,314,16/17,0.254112242,156.778657,r,0,0.011979903,0.013898965
8767,126.208,68.47,watford,swansea,Missed,319,16/17,0.497080047,143.5848187,r,0,0.014362206,0.013860698000000001
7380,114.56,-78.49,man-city,wba,Missed,367,16/17,0.600685182,138.8692684,r,0,0.015076212,0.013856808
238,146.368,46.76,man-utd,s-hampton,Missed,10,16/17,0.309220955,153.65574840000002,r,0,0.01253498,0.013815827
1311,138.752,-55.778,chelsea,arsenal,Missed,50,16/17,0.382227439,149.54364840000002,r,0,0.01329908,0.01381549
7890,127.104,-67.80199999999999,everton,cpalace,Missed,211,16/17,0.490038176,144.0574122,r,0,0.014246421,0.013804908999999999
3119,130.688,-64.462,arsenal,b-mouth,Missed,126,16/17,0.458233929,145.7213189,r,0,0.013940236000000002,0.01376319
2927,146.816,46.426,chelsea,m-brough,Missed,118,16/17,0.306269346,153.98152919999998,r,0,0.012442156000000001,0.013756535
3713,143.68,-50.434,spurs,man-utd,Missed,148,16/17,0.337579786,152.2745243,r,0,0.012739269,0.013714968000000001
7742,123.52,-71.476,arsenal,man-utd,Missed,112,16/17,0.524580012,142.70952659999998,r,0,0.014376813,0.01368188
8906,104.256,-86.506,stoke,swansea,Missed,325,16/17,0.692617429,135.4717741,r,0,0.015353805,0.013668148
8180,118.14399999999999,-76.152,watford,s-hampton,Missed,263,16/17,0.572548054,140.5600649,r,0,0.014687828,0.013663257
521,136.512,58.784,cpalace,b-mouth,Missed,21,16/17,0.406616264,148.6306994,r,0,0.013368633999999999,0.013658813999999998
394,103.36,-87.17399999999999,cpalace,spurs,Missed,15,16/17,0.700650918,135.21314980000002,r,0,0.015359777,0.013640988
1291,106.944,84.836,man-utd,watford,Missed,49,16/17,0.67062685,136.50701830000003,r,0,0.015180154,0.013604321
187,127.104,-68.47,watford,s-hampton,Missed,6,16/17,0.49412057299999995,144.37301589999998,r,0,0.014049771,0.013592833
2062,120.384,74.482,arsenal,m-brough,Missed,80,16/17,0.554058664,141.56226819999998,r,0,0.014487628,0.01359251
4139,120.384,-74.482,b-mouth,s-hampton,Missed,166,16/17,0.554058664,141.56226819999998,r,0,0.014487628,0.01359251
6903,120.384,-74.482,liverpool,cpalace,Missed,328,16/17,0.554058664,141.56226819999998,r,0,0.014487628,0.01359251
3049,106.04799999999999,85.50399999999999,liverpool,sunderland,Missed,124,16/17,0.6785563170000001,136.2244924,r,0,0.015199025,0.013586787
5676,132.928,62.792,liverpool,spurs,Missed,241,16/17,0.441305231,147.01254519999998,r,0,0.013604713999999999,0.013585528999999999
4407,117.696,-76.82,liverpool,stoke,Missed,178,16/17,0.5782698789999999,140.54771719999997,r,0,0.014612531000000002,0.013560708999999999
2764,146.368,-47.762,wba,leicester,Missed,107,16/17,0.315420355,153.9636323,r,0,0.012339346000000001,0.013555805
292,118.59200000000001,76.152,leicester,arsenal,Missed,12,16/17,0.570825896,140.9368283,r,0,0.014538602,0.013537007
8488,77.824,-101.20200000000001,liverpool,everton,Missed,287,16/17,0.915247797,127.6652646,r,0,0.015835736,0.013523853
3371,112.76799999999999,80.828,watford,wba,Missed,135,16/17,0.62188834,138.7436031,r,0,0.014829165,0.013518658999999999
8750,139.2,-56.446000000000005,spurs,b-mouth,Missed,318,16/17,0.385241214,150.2091572,r,0,0.012984668999999999,0.013486658
7032,136.512,59.452,west-ham,stoke,Missed,336,16/17,0.410736826,148.89616,r,0,0.013204336,0.013466674
6668,117.24799999999999,77.488,swansea,spurs,Missed,302,16/17,0.583992521,140.5399717,r,0,0.014535493,0.0134572
8544,89.47200000000001,95.85799999999999,sunderland,watford,Missed,290,16/17,0.81984199,131.1258744,r,0,0.015570819,0.013453298
6089,126.208,69.806,sunderland,man-city,Missed,265,16/17,0.505222289,144.2266858,r,0,0.013964062,0.013434256
3525,121.728,-73.814,burnley,b-mouth,Missed,141,16/17,0.545100931,142.3594485,r,0,0.014250886,0.013431716000000002
2899,118.59200000000001,76.486,watford,leicester,Missed,117,16/17,0.57281747,141.1175774,r,0,0.014428197,0.013424205
3801,151.744,-41.416000000000004,man-utd,cpalace,Missed,152,16/17,0.26644386,157.2943947,r,0,0.011646172,0.013412591000000001
2091,112.32,-81.49600000000001,everton,burnley,Missed,82,16/17,0.627681578,138.7709639,r,0,0.014733685,0.013402177
4804,112.32,81.49600000000001,hull-city,wba,Missed,194,16/17,0.627681578,138.7709639,r,0,0.014733685,0.013402177
2013,147.71200000000002,-46.76,s-hampton,burnley,Missed,78,16/17,0.306581151,154.9365436,r,0,0.012068675,0.013383458
520,116.352,78.49,cpalace,b-mouth,Missed,21,16/17,0.593468563,140.35123090000002,r,0,0.014488939,0.013361096000000001
1373,130.688,-65.798,hull-city,liverpool,Missed,52,16/17,0.466422884,146.3172244,r,0,0.013572686,0.013356100000000001
3613,136.064,-60.45399999999999,swansea,sunderland,Missed,144,16/17,0.41810839899999996,148.8895504,r,0,0.013113208999999999,0.013316576
9102,146.368,48.763999999999996,liverpool,s-hampton,Missed,352,16/17,0.321594775,154.2774096,r,0,0.01214476,0.013298776000000002
7280,127.104,-69.472,chelsea,wba,Missed,356,16/17,0.500210645,144.8509082,r,0,0.013758302,0.013279214
2474,109.632,-83.834,hull-city,watford,Missed,95,16/17,0.652833765,138.01201030000001,r,0,0.014728057,0.013274639
3938,163.84,24.381999999999998,wba,swansea,Missed,158,16/17,0.14773172099999998,165.6442801,r,0,0.010033437,0.013265908
4634,121.28,-74.816,swansea,b-mouth,Missed,187,16/17,0.552743634,142.5000781,r,0,0.014083383,0.013230001000000002
5011,128.0,68.804,watford,m-brough,Missed,206,16/17,0.49321990200000004,145.3203028,r,0,0.013648021000000001,0.013226901000000001
374,136.064,60.788000000000004,spurs,cpalace,Missed,15,16/17,0.420156565,149.0254778,r,0,0.013031200000000001,0.013221495
2201,119.04,-76.82,swansea,watford,Missed,86,16/17,0.573084766,141.67510009999998,r,0,0.014173113999999999,0.013189332
7935,158.464,33.066,liverpool,chelsea,Missed,223,16/17,0.2057139,161.8771128,r,0,0.010685735,0.013170941
1290,157.56799999999998,-34.402,man-utd,watford,Missed,49,16/17,0.21495792600000002,161.2797949,r,0,0.010792419,0.013163882
9406,107.39200000000001,85.838,swansea,wba,Missed,378,16/17,0.674311549,137.48164939999998,r,0,0.014668726000000002,0.013123679
1626,172.352,-10.687999999999999,wba,sunderland,Missed,62,16/17,0.061933317,172.6830775,r,0,0.008725255999999999,0.013105685
9365,137.408,59.786,man-utd,cpalace,Missed,376,16/17,0.41039289,149.85100690000002,r,0,0.012816474,0.013101528999999999
8711,118.14399999999999,-77.822,burnley,everton,Missed,314,16/17,0.582470151,141.47179369999998,r,0,0.014135433999999999,0.013100481
863,119.488,-76.82,leicester,liverpool,Missed,33,16/17,0.5713747020000001,142.05173190000002,r,0,0.014028937,0.013067509
8913,145.472,-50.768,arsenal,leicester,Missed,330,16/17,0.335773084,154.0762558,r,0,0.012055473999999998,0.013065438
2064,125.31200000000001,71.81,arsenal,m-brough,Missed,80,16/17,0.520367318,144.4291295,r,0,0.013673421000000002,0.013061864
3008,123.072,73.814,spurs,chelsea,Missed,121,16/17,0.540245027,143.5103612,r,0,0.013807538999999999,0.013055366
5736,112.32,82.49799999999999,everton,m-brough,Missed,243,16/17,0.633501069,139.36176809999998,r,0,0.014380725,0.013052033000000001
5756,131.136,66.46600000000001,sunderland,s-hampton,Missed,245,16/17,0.469110872,147.018297,r,0,0.0132412,0.013026216
1369,108.288,-85.50399999999999,liverpool,hull-city,Missed,52,16/17,0.668366065,137.97545060000002,r,0,0.014525383999999999,0.01301977
6188,150.84799999999998,44.422,west-ham,b-mouth,Missed,269,16/17,0.28638662600000003,157.2527685,r,0,0.011438245,0.012975393
5369,160.256,31.396,m-brough,wba,Missed,224,16/17,0.193461277,163.3024628,r,0,0.010336521,0.012960541
2423,140.99200000000002,-56.446000000000005,spurs,leicester,Missed,94,16/17,0.380807165,151.8713106,r,0,0.01237362,0.012941428999999999
4145,116.352,79.82600000000001,s-hampton,b-mouth,Missed,166,16/17,0.601317904,141.1027221,r,0,0.014042686,0.01291098
7344,129.344,-68.804,west-ham,liverpool,Missed,364,16/17,0.488876459,146.50549730000003,r,0,0.013202327,0.012844336000000001
7985,145.472,51.77,cpalace,sunderland,Missed,231,16/17,0.34189998200000005,154.4093122,r,0,0.011858628000000001,0.012811666000000001
6485,123.96799999999999,73.814,everton,man-utd,Missed,295,16/17,0.537050845,144.27949130000002,r,0,0.013518203000000001,0.01280969
8662,123.96799999999999,-73.814,everton,leicester,Missed,310,16/17,0.537050845,144.27949130000002,r,0,0.013518203000000001,0.01280969
9548,109.184,85.50399999999999,man-utd,sunderland,Missed,311,16/17,0.664362188,138.6797746,r,0,0.014261471999999999,0.012798178
4738,128.89600000000002,-69.472,m-brough,leicester,Missed,192,16/17,0.49434100799999997,146.42587749999998,r,0,0.013165743999999998,0.012771407
6859,80.512,101.87,hull-city,stoke,Missed,316,16/17,0.901973059,129.8448268,r,0,0.014975859,0.012747473
4923,127.552,-70.808,hull-city,b-mouth,Missed,201,16/17,0.506773606,145.88792130000002,r,0,0.013231076999999999,0.012745329
3976,149.056,47.762,burnley,west-ham,Missed,159,16/17,0.310092868,156.5212439,r,0,0.011439972,0.012721841000000001
5488,128.89600000000002,69.806,chelsea,arsenal,Missed,230,16/17,0.49634677200000005,146.5846392,r,0,0.013074519,0.012672602
8459,117.696,-79.492,leicester,stoke,Missed,286,16/17,0.594025121,142.02579509999998,r,0,0.013736225,0.012671281000000001
8020,127.104,71.476,west-ham,s-hampton,Missed,234,16/17,0.512269921,145.82265049999998,r,0,0.013188035,0.01266807
7877,122.176,75.818,man-city,everton,Missed,208,16/17,0.55540286,143.78923500000002,r,0,0.013487374,0.012667013000000001
5404,107.84,-86.84,spurs,sunderland,Missed,225,16/17,0.677944324,138.4581207,r,0,0.014174168999999999,0.01265934
4174,122.624,-75.484,arsenal,man-city,Missed,167,16/17,0.551791471,143.9947208,r,0,0.013447096,0.012652101
733,125.31200000000001,-73.146,west-ham,man-city,Missed,28,16/17,0.5283562270000001,145.0980174,r,0,0.01328475,0.012650742
4178,129.344,-69.472,spurs,burnley,Missed,168,16/17,0.492893291,146.8203975,r,0,0.013021014,0.012647255
667,72.896,105.21,spurs,liverpool,Missed,26,16/17,0.9648771190000001,127.9959801,r,0,0.01493836,0.012639092
3088,114.11200000000001,82.49799999999999,swansea,cpalace,Missed,125,16/17,0.62596737,140.8100442,r,0,0.013839099999999998,0.012597145
7844,111.42399999999999,84.50200000000001,arsenal,swansea,Missed,204,16/17,0.648844292,139.8423962,r,0,0.013955851000000002,0.01259211
3828,121.28,-76.82,m-brough,liverpool,Missed,154,16/17,0.564624317,143.56235859999998,r,0,0.013463636999999999,0.01258993
5888,127.104,71.81,wba,b-mouth,Missed,255,16/17,0.5142641170000001,145.98665319999998,r,0,0.013094638,0.012568288
6512,127.552,-71.476,wba,watford,Missed,296,16/17,0.510768071,146.21330749999998,r,0,0.013045338,0.012546228000000001
3418,119.04,78.824,b-mouth,liverpool,Missed,137,16/17,0.584878876,142.7716519,r,0,0.013535962,0.012539273
582,123.072,75.484,hull-city,man-utd,Missed,23,16/17,0.550164836,144.3764227,r,0,0.013307001,0.012533478999999998
5458,128.44799999999998,70.808,stoke,everton,Missed,228,16/17,0.5038086070000001,146.6719522,r,0,0.012944698000000001,0.012500421000000001
8700,124.416,-74.482,everton,burnley,Missed,314,16/17,0.5394284020000001,145.0065839,r,0,0.013181161,0.012484551000000002
468,156.224,-39.412,west-ham,b-mouth,Missed,19,16/17,0.247122244,161.1187262,r,0,0.010514291,0.012480326000000002
8512,135.168,-64.462,man-utd,wba,Missed,288,16/17,0.44499971899999996,149.7522543,r,0,0.012432843,0.012453935
2557,118.59200000000001,79.492,chelsea,s-hampton,Missed,98,16/17,0.590512506,142.7691862,r,0,0.013463438000000001,0.012441721999999999
5137,101.12,-91.85,spurs,man-city,Missed,213,16/17,0.73739651,136.6077483,r,0,0.014186592,0.012438946000000001
3011,149.504,48.43,hull-city,wba,Missed,122,16/17,0.313270895,157.1525085,r,0,0.01117934,0.01242956
5312,126.208,-73.146,b-mouth,cpalace,Missed,221,16/17,0.5252597760000001,145.8725354,r,0,0.013002783,0.012410852
2652,130.24,-69.472,man-city,m-brough,Missed,103,16/17,0.490021087,147.6103532,r,0,0.012735595,0.012402256
2312,106.04799999999999,88.844,liverpool,cpalace,Missed,90,16/17,0.6973518559999999,138.3453456,r,0,0.013960245,0.012384787
5877,56.32,110.88799999999999,west-ham,watford,Missed,254,16/17,1.100848818,124.3707801,r,0,0.014684807,0.012376499
3758,114.56,82.83200000000001,leicester,b-mouth,Missed,150,16/17,0.6260253579999999,141.3687866,r,0,0.013596518,0.012376318
7026,122.176,76.82,stoke,west-ham,Missed,336,16/17,0.561302194,144.3200865,r,0,0.013187788999999998,0.012356897
5580,118.14399999999999,-80.16,burnley,watford,Missed,236,16/17,0.596146151,142.77125180000002,r,0,0.013389383000000001,0.012343358
6961,152.192,-45.424,spurs,cpalace,Missed,331,16/17,0.290048032,158.826146,r,0,0.010844333000000001,0.012337298
1235,125.76,73.814,spurs,sunderland,Missed,48,16/17,0.530763726,145.82209780000002,r,0,0.012954308999999999,0.012330653
1683,119.04,-79.492,watford,b-mouth,Missed,64,16/17,0.588769891,143.1415372,r,0,0.013328603999999999,0.01232828
1582,131.584,-68.47,cpalace,everton,Missed,60,16/17,0.479796345,148.3323631,r,0,0.012572315,0.012323128000000001
8947,107.84,87.84200000000001,hull-city,s-hampton,Missed,335,16/17,0.6835553129999999,139.08875790000002,r,0,0.013819837,0.012314421
457,119.936,-78.824,m-brough,sunderland,Scored,18,16/17,0.581432091,143.51957030000003,b,1,0.013264358,0.012310543
746,79.168,-103.54,wba,m-brough,Missed,29,16/17,0.91800849,130.33842040000002,r,0,0.014518007,0.012302793000000001
6769,120.384,78.49,wba,s-hampton,Missed,308,16/17,0.577777766,143.7114733,r,0,0.013230958000000001,0.01230069
8667,73.792,105.87799999999999,leicester,everton,Scored,310,16/17,0.962118192,129.0558412,b,1,0.014486158,0.01222181
688,119.488,-79.492,watford,arsenal,Missed,27,16/17,0.587036323,143.5143206,r,0,0.013194805,0.012215723999999999
8133,119.488,79.492,sunderland,everton,Missed,252,16/17,0.587036323,143.5143206,r,0,0.013194805,0.012215723999999999
9071,119.488,79.492,hull-city,sunderland,Missed,347,16/17,0.587036323,143.5143206,r,0,0.013194805,0.012215723999999999
7553,140.54399999999998,59.786,b-mouth,leicester,Missed,374,16/17,0.402200861,152.7317313,r,0,0.011794691000000001,0.012197423
5306,145.024,54.776,b-mouth,cpalace,Missed,221,16/17,0.361138316,155.0237748,r,0,0.011415615,0.012195534
1469,148.16,51.102,cpalace,sunderland,Missed,56,16/17,0.33213393199999997,156.7252373,r,0,0.01112607,0.012187573
3222,128.89600000000002,-71.476,cpalace,s-hampton,Missed,130,16/17,0.506310337,147.3872362,r,0,0.012624962,0.012187044
6883,128.89600000000002,71.476,burnley,man-utd,Missed,327,16/17,0.506310337,147.3872362,r,0,0.012624962,0.012187044
3238,138.752,-61.79,s-hampton,cpalace,Missed,130,16/17,0.41896099600000003,151.88851699999998,r,0,0.011918143,0.012175374
1595,114.11200000000001,83.834,hull-city,chelsea,Missed,61,16/17,0.6336137270000001,141.59692119999997,r,0,0.013400251,0.01216055
2096,113.21600000000001,-84.50200000000001,everton,burnley,Missed,82,16/17,0.641179384,141.27438080000002,r,0,0.013438623,0.012158928999999999
4830,131.584,69.138,b-mouth,arsenal,Missed,196,16/17,0.48378295299999996,148.64189209999998,r,0,0.012402013,0.012135785
4293,123.072,76.82,hull-city,man-city,Missed,173,16/17,0.558014809,145.07939059999998,r,0,0.012916442,0.012127648000000001
5909,130.24,70.47399999999999,b-mouth,wba,Missed,255,16/17,0.49599127600000004,148.0845781,r,0,0.012473937,0.012117299
4659,127.104,73.48,arsenal,cpalace,Missed,188,16/17,0.524167835,146.81531669999998,r,0,0.012634723999999998,0.012078211
359,121.28,-78.49,hull-city,swansea,Missed,14,16/17,0.574390296,144.462862,r,0,0.012963229,0.01207514
3281,134.27200000000002,66.8,burnley,stoke,Missed,132,16/17,0.46164369899999996,149.9706971,r,0,0.012149871000000001,0.012060855
943,127.552,-73.146,spurs,stoke,Missed,36,16/17,0.520676336,147.0369002,r,0,0.012589095,0.01205867
594,141.44,59.452,man-utd,hull-city,Missed,23,16/17,0.397911629,153.42690080000003,r,0,0.011586367,0.012034226
833,140.54399999999998,60.45399999999999,hull-city,burnley,Missed,32,16/17,0.406218631,152.994451,r,0,0.011651677,0.012026684
4949,140.54399999999998,-60.45399999999999,leicester,chelsea,Missed,202,16/17,0.406218631,152.994451,r,0,0.011651677,0.012026684
4908,145.92,-54.442,spurs,chelsea,Missed,199,16/17,0.35709935299999995,155.74523349999998,r,0,0.01120187,0.012024389
5198,75.13600000000001,105.87799999999999,man-utd,stoke,Scored,215,16/17,0.953625198,129.82900049999998,b,1,0.014253832,0.012015485
571,120.384,-79.492,everton,stoke,Missed,22,16/17,0.5835960920000001,144.26117119999998,r,0,0.012930311000000002,0.011993253
3094,141.44,-59.786,swansea,cpalace,Missed,125,16/17,0.39991678799999997,153.5566325,r,0,0.011516531000000002,0.011950199
3429,113.664,-84.836,b-mouth,liverpool,Missed,137,16/17,0.64117725,141.83318300000002,r,0,0.013203709,0.011945764
850,144.576,-56.446000000000005,liverpool,leicester,Missed,33,16/17,0.372224403,155.20428700000002,r,0,0.01122928,0.011913601999999999
5355,135.168,66.46600000000001,leicester,burnley,Missed,222,16/17,0.457008791,150.62575269999996,r,0,0.011954494,0.011911871999999999
1627,102.016,-92.852,wba,sunderland,Missed,62,16/17,0.7384060790000001,137.9447649,r,0,0.013587439,0.011893333999999998
7744,133.376,68.47,arsenal,man-utd,Missed,112,16/17,0.474278969,149.9243085,r,0,0.012019657,0.011846506000000001
1822,115.008,-84.16799999999999,swansea,arsenal,Missed,70,16/17,0.631780133,142.5169895,r,0,0.013039788,0.011842142
6692,118.14399999999999,81.83,m-brough,burnley,Missed,305,16/17,0.60576206,143.7155303,r,0,0.012875761999999999,0.01182414
4083,139.2,-62.792,wba,man-utd,Missed,164,16/17,0.423761625,152.7071552,r,0,0.011559756000000001,0.01179553
1954,133.376,68.804,sunderland,stoke,Missed,75,16/17,0.47625884399999996,150.07713950000002,r,0,0.011938815,0.011756718000000001
9336,112.32,86.506,everton,arsenal,Missed,370,16/17,0.656288258,141.77119040000002,r,0,0.01303751,0.011725018
602,159.808,38.076,man-utd,hull-city,Missed,23,16/17,0.233899962,164.28140080000003,r,0,0.009635178000000001,0.011716205
2266,141.44,-60.788000000000004,man-utd,chelsea,Missed,88,16/17,0.40591187700000003,153.9495195,r,0,0.011308414,0.011700518
5271,142.784,-59.452,hull-city,chelsea,Missed,218,16/17,0.394544436,154.6667739,r,0,0.011177282,0.011669462
7698,104.704,-91.85,liverpool,watford,Missed,108,16/17,0.7200943670000001,139.28154980000002,r,0,0.013258971000000001,0.011662608999999999
5384,157.12,42.083999999999996,wba,m-brough,Missed,224,16/17,0.261703322,162.65840730000002,r,0,0.009873279,0.011652259
2892,126.208,-75.818,west-ham,spurs,Missed,116,16/17,0.540962311,147.230528,r,0,0.012268903000000001,0.011635462
1146,113.664,-85.838,wba,west-ham,Missed,45,16/17,0.6468149120000001,142.4347821,r,0,0.012884797,0.011630069
3360,119.488,-81.49600000000001,wba,watford,Missed,135,16/17,0.598572613,144.6339523,r,0,0.012595031999999999,0.011606141
5354,132.928,69.806,leicester,burnley,Missed,222,16/17,0.483557866,150.1423685,r,0,0.011830256,0.011603838
5601,110.976,-87.84200000000001,wba,stoke,Missed,237,16/17,0.669561391,141.53405790000002,r,0,0.012967814,0.011603035
3369,109.632,-88.844,wba,watford,Missed,135,16/17,0.681040553,141.11141609999999,r,0,0.012996806000000001,0.011580223
6738,115.456,-84.836,spurs,watford,Scored,307,16/17,0.633695914,143.2732872,b,1,0.012708478999999998,0.011532128999999999
6410,112.32,87.17399999999999,burnley,stoke,Missed,293,16/17,0.660010536,142.1797759,r,0,0.012824104,0.011515026000000001
7116,116.352,84.50200000000001,liverpool,watford,Missed,343,16/17,0.628134694,143.7997771,r,0,0.012566384,0.01143004
7442,134.72,68.804,leicester,spurs,Missed,369,16/17,0.47218561700000006,151.2728291,r,0,0.011541428999999999,0.011413481000000001
4640,119.488,82.164,b-mouth,swansea,Missed,187,16/17,0.6023782679999999,145.01139619999998,r,0,0.012399971000000001,0.011408423000000001
2146,131.584,71.81,cpalace,leicester,Missed,84,16/17,0.499562876,149.9033861,r,0,0.01173651,0.011407336
5313,120.384,-81.49600000000001,b-mouth,cpalace,Missed,221,16/17,0.595099771,145.3750511,r,0,0.012345043,0.011396613
6568,121.28,-80.828,man-city,chelsea,Missed,298,16/17,0.587857978,145.7463687,r,0,0.012286944,0.011382361
5109,125.31200000000001,77.488,liverpool,swansea,Missed,212,16/17,0.5538106420000001,147.3346106,r,0,0.012077359,0.011382331
6127,130.24,-73.146,spurs,everton,Missed,266,16/17,0.51172429,149.37467959999998,r,0,0.011794487,0.011381206000000001
1875,126.208,-76.82,chelsea,leicester,Missed,72,16/17,0.54677577,147.7490158,r,0,0.012001741000000002,0.011354471000000001
389,134.27200000000002,-69.472,cpalace,spurs,Missed,15,16/17,0.47746856,151.1797895,r,0,0.011516306,0.01135274
1585,132.928,-70.808,cpalace,everton,Missed,60,16/17,0.489448028,150.61084309999998,r,0,0.011589986000000002,0.01133897
3469,136.064,-67.80199999999999,m-brough,hull-city,Missed,139,16/17,0.46229439,152.0214567,r,0,0.011380015,0.011332641000000001
5455,151.296,51.102,stoke,everton,Missed,228,16/17,0.32573081,159.6931245,r,0,0.010191729,0.011321787
185,111.87200000000001,88.176,watford,s-hampton,Missed,6,16/17,0.667495963,142.4442044,r,0,0.012625623,0.011302458999999999
2198,121.728,80.828,swansea,watford,Missed,86,16/17,0.586157643,146.1193744,r,0,0.012162997,0.011278371
165,125.76,77.488,s-hampton,watford,Missed,6,16/17,0.5522155679999999,147.7158344,r,0,0.011951177,0.011275762
9725,154.88,47.428000000000004,sunderland,chelsea,Missed,372,16/17,0.297157218,161.9791023,r,0,0.009746633000000001,0.011152054
8118,123.52,79.82600000000001,everton,sunderland,Missed,252,16/17,0.573741351,147.06930569999997,r,0,0.011946126000000001,0.011148142
4326,135.168,-69.472,man-utd,sunderland,Missed,175,16/17,0.47475930899999996,151.97613959999998,r,0,0.011259436999999999,0.011130918
5683,117.24799999999999,-84.836,liverpool,spurs,Missed,241,16/17,0.626363879,144.72125069999998,r,0,0.012226787,0.011130312
5402,127.552,76.486,spurs,sunderland,Missed,225,16/17,0.5401588970000001,148.7266651,r,0,0.011711379,0.011126755
2367,144.576,-59.786,m-brough,b-mouth,Missed,92,16/17,0.39211245200000006,156.44994590000002,r,0,0.010589066000000001,0.011121968000000001
4987,138.304,-66.46600000000001,spurs,wba,Missed,205,16/17,0.447990459,153.44616509999997,r,0,0.011030511000000002,0.01110722
8586,107.39200000000001,-91.85,b-mouth,chelsea,Missed,303,16/17,0.707550165,141.3133545,r,0,0.012586973000000001,0.011103597
6145,132.032,-72.812,man-city,stoke,Missed,268,16/17,0.5039729270000001,150.7781031,r,0,0.011367656,0.011035123
1695,116.352,-85.838,b-mouth,watford,Missed,64,16/17,0.635611071,144.5889005,r,0,0.012168536,0.011033186
6273,115.456,-86.506,hull-city,everton,Missed,275,16/17,0.64302422,144.2684164,r,0,0.012204433999999998,0.011031065
8516,139.648,-65.464,man-utd,wba,Missed,288,16/17,0.438360043,154.23066880000002,r,0,0.010861077,0.011018152
8311,125.31200000000001,78.824,burnley,sunderland,Missed,277,16/17,0.5614862860000001,148.0416169,r,0,0.011722946000000001,0.011012545
6607,107.84,91.85,liverpool,b-mouth,Missed,300,16/17,0.705494535,141.6541143,r,0,0.012477028000000001,0.011012377
7926,89.92,102.204,leicester,s-hampton,Missed,219,16/17,0.849249123,136.1295854,r,0,0.012925256000000001,0.010978122
3053,127.104,77.488,liverpool,sunderland,Missed,124,16/17,0.547479421,148.8617377,r,0,0.011579023999999999,0.010961331000000001
7896,104.704,-94.18799999999999,everton,cpalace,Missed,211,16/17,0.732574435,140.8343245,r,0,0.012472936,0.010908426
5806,158.912,-43.42,chelsea,burnley,Missed,247,16/17,0.266722689,164.7371244,r,0,0.009199007,0.010899478
1712,131.584,73.814,west-ham,m-brough,Missed,65,16/17,0.511222535,150.87364130000003,r,0,0.011253978000000001,0.010882777
313,123.52,-80.828,stoke,man-city,Missed,13,16/17,0.579442379,147.61556819999998,r,0,0.011676923999999998,0.010870555
2226,143.232,-62.458,west-ham,sunderland,Missed,87,16/17,0.41120263700000004,156.2575041,r,0,0.010458231,0.010841723999999999
9557,113.664,-88.51,s-hampton,man-city,Missed,315,16/17,0.6616166689999999,144.0608378,r,0,0.012065467,0.010821609
2465,157.56799999999998,45.758,watford,hull-city,Missed,95,16/17,0.28262783199999997,164.0776316,r,0,0.00924926,0.010788677
64,123.072,-81.49600000000001,everton,spurs,Missed,2,16/17,0.584891048,147.6086556,r,0,0.01161796,0.010787328999999998
1436,110.976,90.514,stoke,wba,Missed,55,16/17,0.684191702,143.2077399,r,0,0.012127021000000002,0.010781545
8279,179.968,11.356,chelsea,stoke,Missed,276,16/17,0.063016559,180.32592649999998,r,0,0.006838566,0.010762639
2720,147.264,58.45,spurs,arsenal,Missed,105,16/17,0.37783649799999997,158.43954109999999,r,0,0.010081385,0.010747365
6143,113.21600000000001,-89.178,man-city,stoke,Missed,268,16/17,0.667183587,144.1200137,r,0,0.011978144,0.010718554
5697,140.99200000000002,-65.464,man-utd,watford,Missed,242,16/17,0.43469022,155.448639,r,0,0.010487675,0.010690213
9649,140.096,66.46600000000001,chelsea,m-brough,Missed,353,16/17,0.442984649,155.06327219999997,r,0,0.010531282,0.010670542
2359,157.56799999999998,-46.426,man-utd,burnley,Missed,91,16/17,0.28653309899999996,164.26517619999998,r,0,0.009159623,0.010657409
5140,70.208,111.22200000000001,spurs,man-city,Missed,213,16/17,1.007720955,131.5275505,r,0,0.012821135,0.010644713
6614,108.736,-92.51799999999999,liverpool,b-mouth,Missed,300,16/17,0.70498719,142.7693875,r,0,0.012050935,0.010630357
7448,129.792,-76.486,spurs,leicester,Missed,369,16/17,0.532512268,150.6521539,r,0,0.011101531000000001,0.010609888
9325,60.352,-114.228,arsenal,everton,Missed,370,16/17,1.084729273,129.1913305,r,0,0.012811187,0.010600785
3824,171.00799999999998,-27.721999999999998,watford,man-city,Missed,153,16/17,0.160711306,173.2404264,r,0,0.007787129,0.010572332
4681,139.2,-67.80199999999999,everton,s-hampton,Missed,190,16/17,0.45326098299999995,154.83459299999998,r,0,0.010502535,0.010569138
2871,156.224,48.763999999999996,spurs,west-ham,Missed,116,16/17,0.302558267,163.6577706,r,0,0.0091934,0.010536018999999999
6878,134.27200000000002,-72.812,everton,west-ham,Missed,326,16/17,0.49689096200000005,152.7434363,r,0,0.010756041000000001,0.010511136
8051,165.632,-36.406,man-city,swansea,Missed,239,16/17,0.216360028,169.5858374,r,0,0.008283819,0.010470624
8453,120.384,-84.836,leicester,stoke,Missed,286,16/17,0.613881111,147.2734,r,0,0.011416403,0.010455097
9622,114.56,89.178,watford,leicester,Missed,348,16/17,0.661455182,145.1781984,r,0,0.011648588,0.010445569
937,67.072,-112.89200000000001,stoke,spurs,Missed,36,16/17,1.034707613,131.3135821,r,0,0.012575168999999999,0.010399499
