,Unnamed: 0,Against,Date,Header,Match No,PlayerID,PlayerName,Scored,Team,x,y,Angle,Distance,Colour,ScoredBinary
0,0,swansea,13/08/2016,1,0,10280,10280,Missed,burnley,78.72,-25.05000000000001,0.3080842409202631,82.60956905831188,r,0.0
1,1,burnley,13/08/2016,1,0,312,312,Missed,swansea,57.216,-46.42599999999999,0.6816634911635198,73.68204755569704,r,0.0
2,2,burnley,13/08/2016,1,0,312,312,Missed,swansea,61.248000000000005,-30.060000000000002,0.45625373760764276,68.22698222844097,r,0.0
3,3,burnley,13/08/2016,1,0,6788,6788,Missed,swansea,62.144,-31.395999999999987,0.4678098623982993,69.62460450156969,r,0.0
4,4,burnley,13/08/2016,1,0,312,312,Missed,swansea,68.416,-30.060000000000002,0.41397969757856323,74.72852638718363,r,0.0
5,5,burnley,13/08/2016,1,0,312,312,Missed,swansea,56.32,14.027999999999992,0.24410949056421932,58.040737279948466,r,0.0
6,6,burnley,13/08/2016,1,0,312,312,Missed,swansea,58.56,-30.72799999999998,0.4832327891092008,66.13231875565833,r,0.0
7,7,swansea,13/08/2016,0,0,15177,15177,Missed,burnley,62.144,-83.834,0.9329030155826145,104.35524084587223,r,0.0
8,8,swansea,13/08/2016,0,0,15177,15177,Missed,burnley,62.592,-73.81400000000002,0.8674824171333829,96.77946610722753,r,0.0
9,9,swansea,13/08/2016,0,0,10300,10300,Missed,burnley,100.22399999999999,-4.342000000000013,0.04329588308271677,100.3180100480467,r,0.0
10,10,swansea,13/08/2016,0,0,429,429,Missed,burnley,71.104,-77.488,0.8283350401426609,105.1673378953751,r,0.0
11,11,swansea,13/08/2016,0,0,5234,5234,Missed,burnley,104.704,-63.46000000000001,0.5448850820171722,122.43406068574218,r,0.0
12,12,swansea,13/08/2016,0,0,15177,15177,Missed,burnley,62.144,-75.48400000000004,0.8820242668797837,97.77377456148456,r,0.0
13,13,swansea,13/08/2016,0,0,15177,15177,Missed,burnley,34.816,11.355999999999995,0.31529145455732993,36.62120413094031,r,0.0
14,14,swansea,13/08/2016,0,0,10280,10280,Missed,burnley,116.8,38.07599999999999,0.31512990750873143,122.84959005222606,r,0.0
15,15,swansea,13/08/2016,0,0,7689,7689,Missed,burnley,107.84,17.03400000000002,0.15666187521056726,109.17702485413312,r,0.0
16,16,burnley,13/08/2016,0,0,17047,17047,Missed,swansea,102.912,66.46600000000001,0.5734542400056174,122.50962778492148,r,0.0
17,17,burnley,13/08/2016,0,0,312,312,Missed,swansea,117.696,18.370000000000005,0.15483085810945055,119.12096925394789,r,0.0
18,18,burnley,13/08/2016,0,0,826,826,Missed,swansea,54.528,26.05200000000002,0.44570833104743063,60.43185822064386,r,0.0
19,19,burnley,13/08/2016,0,0,15146,15146,Missed,swansea,137.856,-75.81799999999998,0.5028276168983703,157.3297360958824,r,0.0
20,20,burnley,13/08/2016,0,0,4188,4188,Missed,swansea,112.76799999999999,-25.05000000000001,0.21858819561027082,115.51677074780093,r,0.0
21,21,burnley,13/08/2016,0,0,1811,1811,Missed,swansea,56.768,14.695999999999998,0.25331704238543135,58.63939153845306,r,0.0
22,22,burnley,13/08/2016,0,0,17047,17047,Missed,swansea,71.55199999999999,-72.47799999999998,0.791827290951675,101.8466945364453,r,0.0
