x,y,Team,Against,Scored,Match No,Date
76.92799999999994,174.316,hudd-town,barnsley,Missed,41,20-08-2016
62.591999999999985,167.636,hudd-town,barnsley,Missed,41,20-08-2016
82.75200000000001,170.976,hudd-town,barnsley,Scored,41,20-08-2016
83.64799999999991,254.142,hudd-town,barnsley,Missed,41,20-08-2016
65.72799999999995,120.20800000000003,hudd-town,barnsley,Missed,41,20-08-2016
59.90399999999994,183.334,hudd-town,barnsley,Missed,41,20-08-2016
130.68799999999993,235.772,hudd-town,barnsley,Missed,41,20-08-2016
90.81599999999997,188.01000000000002,hudd-town,barnsley,Missed,41,20-08-2016
76.03199999999998,150.936,hudd-town,barnsley,Missed,41,20-08-2016
52.73599999999999,206.714,hudd-town,barnsley,Missed,41,20-08-2016
98.43200000000002,136.574,hudd-town,barnsley,Missed,41,20-08-2016
113.66399999999993,233.10000000000002,hudd-town,barnsley,Missed,41,20-08-2016
68.86399999999998,223.08,hudd-town,barnsley,Missed,41,20-08-2016
119.48799999999994,139.91400000000002,hudd-town,barnsley,Missed,41,20-08-2016
84.096,195.024,hudd-town,barnsley,Scored,41,20-08-2016
128.89600000000002,214.73000000000002,barnsley,hudd-town,Missed,41,20-08-2016
59.45600000000002,151.604,barnsley,hudd-town,Missed,41,20-08-2016
53.632000000000026,200.702,barnsley,hudd-town,Missed,41,20-08-2016
120.83200000000004,115.19800000000001,barnsley,hudd-town,Missed,41,20-08-2016
40.19200000000003,181.33,barnsley,hudd-town,Scored,41,20-08-2016
85.44000000000001,229.76,barnsley,hudd-town,Missed,41,20-08-2016
28.096000000000014,155.27800000000002,barnsley,hudd-town,Missed,41,20-08-2016
107.84,105.512,barnsley,hudd-town,Missed,41,20-08-2016
95.744,174.316,barnsley,hudd-town,Missed,41,20-08-2016
69.31200000000001,136.90800000000002,forest,wigan,Scored,42,20-08-2016
46.01599999999996,225.418,forest,wigan,Missed,42,20-08-2016
120.832,126.22,forest,wigan,Missed,42,20-08-2016
66.62399999999997,137.576,forest,wigan,Missed,42,20-08-2016
58.559999999999945,235.772,forest,wigan,Missed,42,20-08-2016
134.272,113.19399999999999,forest,wigan,Missed,42,20-08-2016
46.01599999999996,133.23399999999998,forest,wigan,Missed,42,20-08-2016
63.48799999999994,149.93400000000003,forest,wigan,Missed,42,20-08-2016
104.25599999999997,108.184,forest,wigan,Missed,42,20-08-2016
129.79199999999997,233.43400000000003,forest,wigan,Missed,42,20-08-2016
59.90399999999994,206.714,forest,wigan,Scored,42,20-08-2016
123.072,236.44,forest,wigan,Missed,42,20-08-2016
67.51999999999998,183,forest,wigan,Missed,42,20-08-2016
59.007999999999925,191.016,forest,wigan,Missed,42,20-08-2016
127.55200000000002,171.644,forest,wigan,Missed,42,20-08-2016
60.799999999999955,125.88600000000002,forest,wigan,Missed,42,20-08-2016
49.15199999999999,166.96800000000002,forest,wigan,Missed,42,20-08-2016
40.19200000000001,236.44,forest,wigan,Scored,42,20-08-2016
108.73599999999999,102.84,forest,wigan,Missed,42,20-08-2016
85.43999999999994,146.26000000000002,forest,wigan,Missed,42,20-08-2016
71.55199999999996,247.462,forest,wigan,Missed,42,20-08-2016
65.27999999999997,231.764,forest,wigan,Missed,42,20-08-2016
71.99999999999994,172.98000000000002,forest,wigan,Scored,42,20-08-2016
32.12799999999997,135.23800000000003,wigan,forest,Missed,42,20-08-2016
65.28,214.06199999999998,wigan,forest,Missed,42,20-08-2016
65.72799999999998,156.614,wigan,forest,Scored,42,20-08-2016
103.36000000000001,154.61,wigan,forest,Missed,42,20-08-2016
111.87200000000003,230.428,wigan,forest,Missed,42,20-08-2016
118.59200000000004,201.036,wigan,forest,Missed,42,20-08-2016
137.85600000000002,166.3,wigan,forest,Missed,42,20-08-2016
46.46399999999999,204.042,wigan,forest,Scored,42,20-08-2016
79.16799999999998,126.554,wigan,forest,Missed,42,20-08-2016
106.04799999999999,145.592,wigan,forest,Missed,42,20-08-2016
39.743999999999986,186.006,wigan,forest,Scored,42,20-08-2016
123.07200000000003,220.40800000000002,wigan,forest,Missed,42,20-08-2016
162.49600000000004,224.416,wigan,forest,Missed,42,20-08-2016
79.61599999999999,164.63,newcastle,brighton,Scored,57,27-08-2016
79.61599999999999,243.12,newcastle,brighton,Missed,57,27-08-2016
118.59199999999998,263.828,newcastle,brighton,Missed,57,27-08-2016
62.591999999999985,204.042,newcastle,brighton,Missed,57,27-08-2016
98.87999999999994,143.58800000000002,newcastle,brighton,Missed,57,27-08-2016
139.2,170.30800000000002,newcastle,brighton,Missed,57,27-08-2016
70.20799999999991,242.786,newcastle,brighton,Missed,57,27-08-2016
64.38399999999996,135.23800000000003,newcastle,brighton,Missed,57,27-08-2016
77.37599999999998,210.722,newcastle,brighton,Missed,57,27-08-2016
125.31200000000001,270.174,newcastle,brighton,Missed,57,27-08-2016
132.03199999999998,181.33,newcastle,brighton,Scored,57,27-08-2016
125.75999999999999,134.57000000000002,newcastle,brighton,Missed,57,27-08-2016
64.38399999999996,203.04000000000002,newcastle,brighton,Missed,57,27-08-2016
100.22399999999999,105.17800000000003,brighton,newcastle,Missed,57,27-08-2016
51.84,104.17600000000002,brighton,newcastle,Missed,57,27-08-2016
134.27200000000005,212.392,brighton,newcastle,Missed,57,27-08-2016
239.55200000000002,178.65800000000002,brighton,newcastle,Missed,57,27-08-2016
58.56,165.29800000000003,brighton,newcastle,Missed,57,27-08-2016
50.94399999999999,189.68,brighton,newcastle,Missed,57,27-08-2016
110.52799999999998,164.63,brighton,newcastle,Missed,57,27-08-2016
132.928,240.78199999999998,brighton,newcastle,Missed,57,27-08-2016
40.19200000000003,151.604,brighton,newcastle,Missed,57,27-08-2016
28.096000000000014,216.4,brighton,newcastle,Missed,57,27-08-2016
131.584,219.74,brighton,newcastle,Missed,57,27-08-2016
108.73600000000002,159.62,brighton,newcastle,Missed,57,27-08-2016
50.94399999999999,112.52600000000004,brighton,newcastle,Missed,57,27-08-2016
25.40799999999996,214.06199999999998,norwich,cardiff,Scored,65,10-09-2016
48.70399999999995,196.36,norwich,cardiff,Scored,65,10-09-2016
59.90399999999994,188.01000000000002,norwich,cardiff,Missed,65,10-09-2016
38.847999999999956,166.96800000000002,norwich,cardiff,Missed,65,10-09-2016
93.50399999999996,142.586,norwich,cardiff,Missed,65,10-09-2016
46.91199999999998,237.442,norwich,cardiff,Missed,65,10-09-2016
71.55199999999996,195.358,norwich,cardiff,Missed,65,10-09-2016
106.49599999999998,141.918,norwich,cardiff,Scored,65,10-09-2016
42.87999999999994,234.436,norwich,cardiff,Missed,65,10-09-2016
43.77600000000001,108.51800000000003,cardiff,norwich,Missed,65,10-09-2016
63.48799999999998,151.93800000000002,cardiff,norwich,Missed,65,10-09-2016
144.128,160.62199999999999,cardiff,norwich,Missed,65,10-09-2016
30.78399999999999,206.046,cardiff,norwich,Missed,65,10-09-2016
40.19200000000003,174.984,cardiff,norwich,Missed,65,10-09-2016
134.27200000000005,179.326,cardiff,norwich,Missed,65,10-09-2016
153.088,154.94400000000002,cardiff,norwich,Missed,65,10-09-2016
38.400000000000006,136.574,cardiff,norwich,Missed,65,10-09-2016
51.39200000000003,180.996,cardiff,norwich,Missed,65,10-09-2016
31.68,220.40800000000002,cardiff,norwich,Missed,65,10-09-2016
29.44,180.662,cardiff,norwich,Scored,65,10-09-2016
28.992000000000026,167.97,cardiff,norwich,Scored,65,10-09-2016
54.080000000000005,216.4,cardiff,norwich,Missed,65,10-09-2016
74.68799999999999,104.17600000000002,cardiff,norwich,Missed,65,10-09-2016
142.33599999999996,236.44,qpr,blackburn,Missed,67,10-09-2016
60.799999999999955,162.96,qpr,blackburn,Missed,67,10-09-2016
149.05599999999998,206.38,qpr,blackburn,Missed,67,10-09-2016
44.67199999999997,204.71,qpr,blackburn,Missed,67,10-09-2016
124.416,177.99,qpr,blackburn,Missed,67,10-09-2016
73.79199999999997,184.67000000000002,qpr,blackburn,Missed,67,10-09-2016
66.62399999999997,252.138,qpr,blackburn,Missed,67,10-09-2016
115.45599999999996,115.19800000000001,qpr,blackburn,Missed,67,10-09-2016
140.096,241.45,qpr,blackburn,Scored,67,10-09-2016
56.319999999999936,239.78,qpr,blackburn,Missed,67,10-09-2016
157.11999999999995,169.64000000000001,qpr,blackburn,Missed,67,10-09-2016
52.287999999999954,178.65800000000002,qpr,blackburn,Missed,67,10-09-2016
75.13599999999997,218.404,qpr,blackburn,Missed,67,10-09-2016
87.67999999999995,144.256,qpr,blackburn,Missed,67,10-09-2016
65.72799999999995,140.916,qpr,blackburn,Missed,67,10-09-2016
130.68799999999993,110.18800000000002,qpr,blackburn,Missed,67,10-09-2016
48.70399999999999,189.012,blackburn,qpr,Missed,67,10-09-2016
80.51200000000003,121.54399999999998,blackburn,qpr,Missed,67,10-09-2016
121.72799999999998,117.202,blackburn,qpr,Missed,67,10-09-2016
51.84,167.636,blackburn,qpr,Missed,67,10-09-2016
137.408,237.776,blackburn,qpr,Missed,67,10-09-2016
84.09600000000002,172.98000000000002,blackburn,qpr,Missed,67,10-09-2016
114.11200000000004,166.96800000000002,blackburn,qpr,Missed,67,10-09-2016
47.36,179.326,blackburn,qpr,Missed,67,10-09-2016
44.22399999999999,162.292,blackburn,qpr,Missed,67,10-09-2016
40.64,165.632,blackburn,qpr,Missed,67,10-09-2016
35.26399999999999,214.39600000000002,blackburn,qpr,Missed,67,10-09-2016
59.90399999999999,192.352,blackburn,qpr,Scored,67,10-09-2016
