x,y,Team,Against,Scored,Match No
60.351999999999975,173.64800000000002,b-mouth,avilla,Missed,0
124.416,217.736,b-mouth,avilla,Missed,0
126.20799999999997,244.122,b-mouth,avilla,Missed,0
115.90399999999994,221.076,b-mouth,avilla,Missed,0
63.93599999999998,191.016,b-mouth,avilla,Missed,0
62.14399999999995,243.788,b-mouth,avilla,Missed,0
71.10399999999993,130.89600000000002,b-mouth,avilla,Missed,0
58.111999999999966,188.01000000000002,b-mouth,avilla,Missed,0
89.91999999999996,91.81800000000004,b-mouth,avilla,Missed,0
89.91999999999996,138.57800000000003,b-mouth,avilla,Missed,0
83.64799999999991,262.158,b-mouth,avilla,Missed,0
131.584,215.732,avilla,b-mouth,Missed,0
111.87200000000003,161.95800000000003,avilla,b-mouth,Missed,0
68.41600000000003,203.37400000000002,avilla,b-mouth,Missed,0
45.120000000000005,124.88399999999999,avilla,b-mouth,Missed,0
78.72,184.002,avilla,b-mouth,Missed,0
47.36,184.002,avilla,b-mouth,Scored,0
107.84,185.33800000000002,avilla,b-mouth,Missed,0
123.072,274.85,chelsea,swansea,Missed,1
138.30399999999997,234.436,chelsea,swansea,Missed,1
88.57599999999996,67.77000000000004,chelsea,swansea,Scored,1
41.535999999999945,114.53,chelsea,swansea,Scored,1
24.95999999999998,268.504,chelsea,swansea,Missed,1
54.976,206.38,chelsea,swansea,Missed,1
83.19999999999999,239.112,chelsea,swansea,Missed,1
64.38399999999996,107.18199999999999,chelsea,swansea,Missed,1
53.632000000000005,181.66400000000002,chelsea,swansea,Missed,1
30.335999999999956,238.77800000000002,chelsea,swansea,Missed,1
112.32,251.47,chelsea,swansea,Missed,1
97.98399999999998,170.976,chelsea,swansea,Missed,1
53.18399999999999,215.06400000000002,swansea,chelsea,Missed,1
100.22399999999999,137.242,swansea,chelsea,Missed,1
67.52000000000001,163.294,swansea,chelsea,Missed,1
47.80799999999998,195.358,swansea,chelsea,Scored,1
50.04799999999998,166.63400000000001,swansea,chelsea,Missed,1
44.22399999999999,191.016,swansea,chelsea,Missed,1
116.80000000000001,247.462,swansea,chelsea,Missed,1
45.56799999999998,191.016,swansea,chelsea,Missed,1
78.72,226.086,swansea,chelsea,Missed,1
48.70399999999999,217.068,swansea,chelsea,Missed,1
110.97600000000003,241.784,swansea,chelsea,Missed,1
67.52000000000001,183,swansea,chelsea,Scored,1
103.36000000000001,236.44,swansea,chelsea,Missed,1
32.576000000000015,238.444,swansea,chelsea,Missed,1
119.93600000000002,215.06400000000002,swansea,chelsea,Missed,1
59.00799999999998,226.42000000000002,swansea,chelsea,Missed,1
84.544,99.5,swansea,chelsea,Missed,1
52.73599999999999,187.34199999999998,everton,watford,Missed,2
122.62399999999997,191.35,everton,watford,Missed,2
136.512,204.376,everton,watford,Missed,2
75.13599999999997,98.832,everton,watford,Missed,2
43.32799999999992,157.282,everton,watford,Missed,2
120.832,111.19,everton,watford,Missed,2
53.18399999999997,208.71800000000002,everton,watford,Missed,2
124.416,154.61,everton,watford,Scored,2
46.01599999999996,239.78,everton,watford,Scored,2
41.08799999999991,110.52199999999999,everton,watford,Missed,2
66.624,169.64000000000001,watford,everton,Scored,2
117.24799999999999,215.06400000000002,watford,everton,Missed,2
67.96799999999999,168.304,watford,everton,Missed,2
128.89600000000002,141.25,watford,everton,Missed,2
101.12,261.82399999999996,watford,everton,Missed,2
44.672000000000025,254.47600000000003,watford,everton,Missed,2
123.07200000000003,264.49600000000004,watford,everton,Missed,2
112.32000000000001,154.61,watford,everton,Missed,2
82.75200000000004,193.354,watford,everton,Missed,2
86.78399999999999,181.99800000000002,watford,everton,Scored,2
140.54399999999998,227.422,watford,everton,Missed,2
122.62399999999997,261.156,leicester,sunderland,Missed,3
68.416,134.57000000000002,leicester,sunderland,Scored,3
38.39999999999998,170.30800000000002,leicester,sunderland,Missed,3
46.01599999999996,180.662,leicester,sunderland,Scored,3
67.51999999999998,183,leicester,sunderland,Scored,3
81.856,153.608,leicester,sunderland,Missed,3
54.52799999999996,143.58800000000002,leicester,sunderland,Missed,3
80.06399999999996,180.662,leicester,sunderland,Missed,3
137.40799999999996,174.316,leicester,sunderland,Missed,3
32.575999999999965,135.23800000000003,leicester,sunderland,Missed,3
61.69599999999997,210.388,leicester,sunderland,Missed,3
48.70399999999995,242.452,leicester,sunderland,Missed,3
50.94399999999996,152.94,leicester,sunderland,Missed,3
63.039999999999964,255.812,leicester,sunderland,Missed,3
115.00799999999992,216.4,leicester,sunderland,Missed,3
84.096,166.3,leicester,sunderland,Scored,3
99.77599999999995,194.022,leicester,sunderland,Missed,3
71.55199999999996,257.48199999999997,leicester,sunderland,Missed,3
75.13599999999997,197.696,leicester,sunderland,Missed,3
48.70399999999999,179.326,sunderland,leicester,Missed,3
48.70399999999999,206.714,sunderland,leicester,Missed,3
38.84799999999998,160.62199999999999,sunderland,leicester,Missed,3
146.81600000000003,140.582,sunderland,leicester,Missed,3
84.99200000000003,61.75800000000004,sunderland,leicester,Missed,3
36.607999999999976,206.714,sunderland,leicester,Missed,3
74.24000000000001,197.02800000000002,sunderland,leicester,Scored,3
77.37600000000002,222.41199999999998,sunderland,leicester,Missed,3
98.43200000000003,177.99,sunderland,leicester,Missed,3
36.607999999999976,189.012,sunderland,leicester,Scored,3
147.264,176.32,sunderland,leicester,Missed,3
58.559999999999945,182.666,man-utd,spurs,Scored,4
78.71999999999997,140.582,man-utd,spurs,Missed,4
108.28799999999995,209.386,man-utd,spurs,Missed,4
84.096,171.978,man-utd,spurs,Missed,4
86.33599999999996,238.77800000000002,man-utd,spurs,Missed,4
100.22399999999993,113.862,man-utd,spurs,Missed,4
139.2,167.97,man-utd,spurs,Missed,4
62.591999999999985,150.602,man-utd,spurs,Missed,4
65.27999999999997,171.644,man-utd,spurs,Missed,4
129.34399999999994,118.20399999999998,man-utd,spurs,Missed,4
59.90399999999999,219.74,spurs,man-utd,Missed,4
91.71200000000003,160.62199999999999,spurs,man-utd,Missed,4
76.03200000000004,181.99800000000002,spurs,man-utd,Missed,4
70.20799999999997,98.49800000000002,spurs,man-utd,Missed,4
44.672000000000025,133.902,spurs,man-utd,Missed,4
83.64799999999998,240.448,spurs,man-utd,Missed,4
46.01600000000002,256.81399999999996,spurs,man-utd,Missed,4
96.19200000000004,134.23600000000002,spurs,man-utd,Missed,4
59.90399999999999,182.666,spurs,man-utd,Missed,4
142.78399999999993,243.788,norwich,cpalace,Missed,5
37.05599999999998,176.32,norwich,cpalace,Missed,5
146.36799999999994,190.014,norwich,cpalace,Missed,5
128.89599999999996,244.79000000000002,norwich,cpalace,Missed,5
140.096,121.87800000000001,norwich,cpalace,Missed,5
106.49599999999998,148.932,norwich,cpalace,Missed,5
102.46399999999994,199.032,norwich,cpalace,Missed,5
59.45599999999996,205.044,norwich,cpalace,Missed,5
116.79999999999995,259.152,norwich,cpalace,Missed,5
54.976,185.00400000000002,norwich,cpalace,Missed,5
28.095999999999947,228.758,norwich,cpalace,Missed,5
112.32,190.014,norwich,cpalace,Missed,5
145.47199999999998,202.038,norwich,cpalace,Scored,5
132.03199999999998,188.01000000000002,norwich,cpalace,Missed,5
40.639999999999986,245.458,norwich,cpalace,Missed,5
113.66399999999993,151.93800000000002,norwich,cpalace,Missed,5
67.51999999999998,198.03,norwich,cpalace,Missed,5
81.85600000000002,262.158,cpalace,norwich,Missed,5
84.99200000000003,150.26800000000003,cpalace,norwich,Missed,5
31.68,175.318,cpalace,norwich,Missed,5
34.36799999999998,119.20600000000002,cpalace,norwich,Missed,5
36.160000000000004,208.71800000000002,cpalace,norwich,Scored,5
76.92799999999998,149.266,cpalace,norwich,Missed,5
26.752000000000027,214.39600000000002,cpalace,norwich,Scored,5
124.41600000000003,124.55000000000001,cpalace,norwich,Missed,5
112.76799999999999,188.01000000000002,cpalace,norwich,Missed,5
106.49600000000002,197.696,cpalace,norwich,Missed,5
66.17600000000002,160.62199999999999,cpalace,norwich,Scored,5
80.512,164.964,arsenal,west-ham,Missed,6
115.45599999999996,238.77800000000002,arsenal,west-ham,Missed,6
115.00799999999992,165.966,arsenal,west-ham,Missed,6
53.18399999999997,118.53800000000001,arsenal,west-ham,Missed,6
52.287999999999954,140.582,arsenal,west-ham,Missed,6
55.42399999999992,173.64800000000002,arsenal,west-ham,Missed,6
104.25599999999997,262.492,arsenal,west-ham,Missed,6
127.10399999999993,194.022,arsenal,west-ham,Missed,6
97.08799999999997,249.466,arsenal,west-ham,Missed,6
59.45599999999996,153.942,arsenal,west-ham,Missed,6
59.45599999999996,123.214,arsenal,west-ham,Missed,6
72.89599999999996,114.19600000000003,arsenal,west-ham,Missed,6
85.43999999999994,211.39000000000001,arsenal,west-ham,Missed,6
51.839999999999975,175.986,arsenal,west-ham,Missed,6
73.34399999999994,92.48600000000005,arsenal,west-ham,Missed,6
106.04799999999994,265.832,arsenal,west-ham,Missed,6
108.73599999999999,152.94,arsenal,west-ham,Missed,6
83.64799999999991,251.47,arsenal,west-ham,Missed,6
66.17599999999999,195.358,arsenal,west-ham,Missed,6
41.535999999999945,212.05800000000002,arsenal,west-ham,Missed,6
61.247999999999934,128.224,arsenal,west-ham,Missed,6
69.75999999999999,140.582,arsenal,west-ham,Missed,6
118.59200000000004,243.788,west-ham,arsenal,Missed,6
86.33600000000001,266.834,west-ham,arsenal,Missed,6
85.44000000000001,140.582,west-ham,arsenal,Missed,6
121.28000000000002,160.62199999999999,west-ham,arsenal,Missed,6
53.632000000000026,176.98800000000003,west-ham,arsenal,Scored,6
123.96799999999999,241.11600000000004,west-ham,arsenal,Scored,6
53.18399999999999,131.23000000000002,west-ham,arsenal,Missed,6
